N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
3983;30206;SIERRA;APURIMAC;ANDAHUAYLAS;HUAYANA;1056;593;463;0.43;92.64;39.7;132.34;2016
3984;30207;SIERRA;APURIMAC;ANDAHUAYLAS;KISHUARA;9300;1581;7719;0.43;246.98;105.85;352.83;2016
3985;30208;SIERRA;APURIMAC;ANDAHUAYLAS;PACOBAMBA;4724;356;4368;0.43;55.61;23.83;79.45;2016
3986;30209;SIERRA;APURIMAC;ANDAHUAYLAS;PACUCHA;9891;1148;8743;0.43;179.34;76.86;256.2;2016
3987;30210;SIERRA;APURIMAC;ANDAHUAYLAS;PAMPACHIRI;2795;779;2016;0.43;121.7;52.16;173.85;2016
3988;30211;SIERRA;APURIMAC;ANDAHUAYLAS;POMACOCHA;1043;742;301;0.43;115.92;49.68;165.59;2016
3989;30212;SIERRA;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;3202;1337;1865;0.43;208.87;89.51;298.38;2016
3990;30213;SIERRA;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;28309;12857;15452;0.55;2581.04;1106.16;3687.2;2016
3991;30214;SIERRA;APURIMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA;2065;774;1291;0.43;120.91;51.82;172.73;2016
3992;30215;SIERRA;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;9866;4796;5070;0.43;749.23;321.1;1070.33;2016
3993;30216;SIERRA;APURIMAC;ANDAHUAYLAS;TALAVERA;18361;9461;8900;0.4;1381.31;591.99;1973.29;2016
3994;30217;SIERRA;APURIMAC;ANDAHUAYLAS;TUMAY HUARACA;2427;827;1600;0.43;129.19;55.37;184.56;2016
3995;30218;SIERRA;APURIMAC;ANDAHUAYLAS;TURPO;4165;1293;2872;0.43;201.99;86.57;288.56;2016
3996;30219;SIERRA;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA;2978;1641;1337;0.86;515.11;220.76;735.87;2016
3997;30220;SIERRA;APURIMAC;ANDAHUAYLAS;JOSÉ MARÍA ARGUEDAS  ;3834;0;3834;0.48;0;0;0;2016
3998;30301;SIERRA;APURIMAC;ANTABAMBA;ANTABAMBA;3166;2013;1153;0.29;213.08;91.32;304.39;2016
3999;30302;SIERRA;APURIMAC;ANTABAMBA;EL ORO;549;364;185;0.43;56.86;24.37;81.23;2016
4000;30303;SIERRA;APURIMAC;ANTABAMBA;HUAQUIRCA;1567;1224;343;0.43;191.21;81.95;273.16;2016
4001;30304;SIERRA;APURIMAC;ANTABAMBA;JUAN ESPINOZA MEDRANO;2049;1747;302;0.27;172.17;73.79;245.95;2016
4002;30305;SIERRA;APURIMAC;ANTABAMBA;OROPESA;3113;1771;1342;0.43;276.67;118.57;395.24;2016
4003;30306;SIERRA;APURIMAC;ANTABAMBA;PACHACONAS;1287;1017;270;0.43;158.88;68.09;226.97;2016
4004;30307;SIERRA;APURIMAC;ANTABAMBA;SABAINO;1653;1224;429;0.43;191.21;81.95;273.16;2016
4005;30401;SIERRA;APURIMAC;AYMARAES;CHALHUANCA;5047;4032;1015;0.42;612.22;262.38;874.6;2016
4006;30402;SIERRA;APURIMAC;AYMARAES;CAPAYA;991;376;615;0.43;58.74;25.17;83.91;2016
4007;30403;SIERRA;APURIMAC;AYMARAES;CARAYBAMBA;1482;1373;109;0.43;214.49;91.92;306.41;2016
4008;30404;SIERRA;APURIMAC;AYMARAES;CHAPIMARCA;2145;1122;1023;0.75;305.1;130.76;435.86;2016
4009;30405;SIERRA;APURIMAC;AYMARAES;COLCABAMBA;944;639;305;0.43;99.82;42.78;142.61;2016
4010;30406;SIERRA;APURIMAC;AYMARAES;COTARUSE;5378;1066;4312;0.43;166.53;71.37;237.9;2016
4011;30407;SIERRA;APURIMAC;AYMARAES;IHUAYLLO;732;206;526;0.43;32.18;13.79;45.97;2016
4012;30408;SIERRA;APURIMAC;AYMARAES;JUSTO APU SAHUARAURA;1314;483;831;0.43;75.45;32.34;107.79;2016
4013;30409;SIERRA;APURIMAC;AYMARAES;LUCRE;2146;500;1646;0.43;78.11;33.48;111.59;2016
4014;30410;SIERRA;APURIMAC;AYMARAES;POCOHUANCA;1163;609;554;0.43;95.14;40.77;135.91;2016
4015;30411;SIERRA;APURIMAC;AYMARAES;SAN JUAN DE CHACÑA;842;550;292;0.43;85.92;36.82;122.74;2016
4016;30412;SIERRA;APURIMAC;AYMARAES;SAÑAYCA;1444;612;832;0.43;95.61;40.97;136.58;2016
4017;30413;SIERRA;APURIMAC;AYMARAES;SORAYA;823;157;666;0.43;24.53;10.51;35.04;2016
4018;30414;SIERRA;APURIMAC;AYMARAES;TAPAIRIHUA;2250;294;1956;0.43;45.93;19.68;65.61;2016
4019;30415;SIERRA;APURIMAC;AYMARAES;TINTAY;3213;780;2433;0.43;121.85;52.22;174.07;2016
4020;30416;SIERRA;APURIMAC;AYMARAES;TORAYA;1980;645;1335;0.43;100.76;43.18;143.95;2016
4021;30417;SIERRA;APURIMAC;AYMARAES;YANACA;1178;646;532;0.43;100.92;43.25;144.17;2016
4022;30501;SIERRA;APURIMAC;COTABAMBAS;TAMBOBAMBA;11665;3603;8062;0.47;618.09;264.9;882.99;2016
4023;30502;SIERRA;APURIMAC;COTABAMBAS;COTABAMBAS;4248;1425;2823;0.43;222.61;95.41;318.02;2016
4024;30503;SIERRA;APURIMAC;COTABAMBAS;COYLLURQUI;8568;1172;7396;0.43;183.09;78.47;261.56;2016
4025;30504;SIERRA;APURIMAC;COTABAMBAS;HAQUIRA;11833;4381;7452;0.43;684.4;293.31;977.71;2016
4026;30505;SIERRA;APURIMAC;COTABAMBAS;MARA;6693;1197;5496;0.43;187;80.14;267.14;2016
4027;30506;SIERRA;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;9933;2262;7671;0.43;353.37;151.44;504.81;2016
4028;30601;SIERRA;APURIMAC;CHINCHEROS;CHINCHEROS;6890;2564;4326;0.42;393.06;168.45;561.52;2016
4029;30602;SIERRA;APURIMAC;CHINCHEROS;ANCO-HUALLO;12531;8714;3817;0.42;1329.49;569.78;1899.28;2016
4030;30603;SIERRA;APURIMAC;CHINCHEROS;COCHARCAS;2704;635;2069;0.43;99.2;42.51;141.71;2016
4031;30604;SIERRA;APURIMAC;CHINCHEROS;HUACCANA;9085;2862;6223;0.51;532.76;228.33;761.09;2016
4032;30605;SIERRA;APURIMAC;CHINCHEROS;OCOBAMBA;8307;812;7495;0.43;126.85;54.36;181.22;2016
4033;30606;SIERRA;APURIMAC;CHINCHEROS;ONGOY     ;3784;266;3518;0.43;41.55;17.81;59.36;2016
4034;30607;SIERRA;APURIMAC;CHINCHEROS;URANMARCA;3693;1218;2475;0.43;190.28;81.55;271.82;2016
4035;30608;SIERRA;APURIMAC;CHINCHEROS;RANRACANCHA;5327;1244;4083;0.43;194.34;83.29;277.63;2016
4036;30609;SIERRA;APURIMAC;CHINCHEROS;ROCCHACC   ;3385;844;2541;0.43;131.85;56.51;188.36;2016
4037;30610;SIERRA;APURIMAC;CHINCHEROS;EL PORVENIR   ;1999;0;1999;0;0;0;0;2016
4038;30611;SIERRA;APURIMAC;CHINCHEROS;LOS CHANKAS  ;1268;0;1268;0;0;0;0;2016
4039;30701;SIERRA;APURIMAC;GRAU;CHUQUIBAMBILLA;5397;2568;2829;0.23;215.58;92.39;307.98;2016
4040;30702;SIERRA;APURIMAC;GRAU;CURPAHUASI;2339;425;1914;0.43;66.39;28.45;94.85;2016
4041;30703;SIERRA;APURIMAC;GRAU;GAMARRA;3929;420;3509;0.43;65.61;28.12;93.73;2016
4042;30704;SIERRA;APURIMAC;GRAU;HUAYLLATI;1667;470;1197;0.43;73.42;31.47;104.89;2016
4043;30705;SIERRA;APURIMAC;GRAU;MAMARA;975;690;285;0.43;107.79;46.2;153.99;2016
4044;30706;SIERRA;APURIMAC;GRAU;MICAELA BASTIDAS;1680;719;961;0.43;112.32;48.14;160.46;2016
4045;30707;SIERRA;APURIMAC;GRAU;PATAYPAMPA;1123;565;558;0.43;88.26;37.83;126.09;2016
4046;30708;SIERRA;APURIMAC;GRAU;PROGRESO;3327;866;2461;0.43;135.29;57.98;193.27;2016
4047;30709;SIERRA;APURIMAC;GRAU;SAN ANTONIO;361;314;47;0.43;49.05;21.02;70.08;2016
4048;30710;SIERRA;APURIMAC;GRAU;SANTA ROSA;706;329;377;0.43;51.4;22.03;73.42;2016
4049;30711;SIERRA;APURIMAC;GRAU;TURPAY;755;586;169;0.43;91.54;39.23;130.78;2016
4050;30712;SIERRA;APURIMAC;GRAU;VILCABAMBA;1398;1143;255;0.43;178.56;76.53;255.08;2016
4051;30713;SIERRA;APURIMAC;GRAU;VIRUNDO;1298;1168;130;0.43;182.46;78.2;260.66;2016
4052;30714;SIERRA;APURIMAC;GRAU;CURASCO;1620;493;1127;0.43;77.02;33.01;110.02;2016
4053;40101;SIERRA;AREQUIPA;AREQUIPA;AREQUIPA;52958;52958;0;0.47;9084.94;3893.55;12978.49;2016
4054;40102;SIERRA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;83354;83354;0;0.45;13690.89;5867.53;19558.42;2016
4055;40103;SIERRA;AREQUIPA;AREQUIPA;CAYMA;93802;93790;12;0.6;20437.31;8758.85;29196.16;2016
4056;40104;SIERRA;AREQUIPA;AREQUIPA;CERRO COLORADO ;152599;151842;757;0.51;28265.39;12113.74;40379.13;2016
4057;40105;SIERRA;AREQUIPA;AREQUIPA;CHARACATO;9635;8534;1101;0.37;1152.52;493.94;1646.45;2016
4058;40106;SIERRA;AREQUIPA;AREQUIPA;CHIGUATA;2960;2060;900;0.43;321.81;137.92;459.73;2016
4059;40107;SIERRA;AREQUIPA;AREQUIPA;JACOBO HUNTER;48390;48390;0;0.42;7330.09;3141.47;10471.55;2016
4060;40108;SIERRA;AREQUIPA;AREQUIPA;LA JOYA;30961;21481;9480;0.56;4390.72;1881.74;6272.45;2016
4061;40109;SIERRA;AREQUIPA;AREQUIPA;MARIANO MELGAR;52486;52486;0;0.41;7854.53;3366.23;11220.76;2016
4062;40110;SIERRA;AREQUIPA;AREQUIPA;MIRAFLORES;48193;48193;0;0.43;7563.89;3241.67;10805.56;2016
4063;40111;SIERRA;AREQUIPA;AREQUIPA;MOLLEBAYA;1928;583;1345;0.43;91.08;39.03;130.11;2016
4064;40112;SIERRA;AREQUIPA;AREQUIPA;PAUCARPATA;124775;124775;0;0.5;22771.44;9759.19;32530.63;2016
4065;40113;SIERRA;AREQUIPA;AREQUIPA;POCSI;538;305;233;0.43;47.65;20.42;68.07;2016
4066;40114;SIERRA;AREQUIPA;AREQUIPA;POLOBAYA;1474;542;932;0.43;84.67;36.29;120.96;2016
4067;40115;SIERRA;AREQUIPA;AREQUIPA;QUEQUEÑA;1390;1054;336;0.43;164.66;70.57;235.22;2016
4068;40116;SIERRA;AREQUIPA;AREQUIPA;SABANDIA;4175;3992;183;0.29;422.55;181.09;603.65;2016
4069;40117;SIERRA;AREQUIPA;AREQUIPA;SACHACA;19766;19766;0;0.53;3830.95;1641.83;5472.78;2016
4070;40118;COSTA;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;1560;518;1042;0.47;88.11;37.76;125.87;2016
4071;40119;SIERRA;AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;2169;668;1501;0.43;104.35;44.72;149.08;2016
4072;40120;COSTA;AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;1258;80;1178;0.47;13.61;5.83;19.44;2016
4073;40121;COSTA;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;5730;5162;568;0.47;878;376.29;1254.29;2016
4074;40122;SIERRA;AREQUIPA;AREQUIPA;SOCABAYA;80490;79944;546;0.53;15465.17;6627.93;22093.1;2016
4075;40123;SIERRA;AREQUIPA;AREQUIPA;TIABAYA;14709;14067;642;0.47;2428.6;1040.83;3469.42;2016
4076;40124;SIERRA;AREQUIPA;AREQUIPA;UCHUMAYO;12623;11061;1562;0.49;1966.15;842.63;2808.78;2016
4077;40125;COSTA;AREQUIPA;AREQUIPA;VITOR  ;2293;1216;1077;0.47;206.83;88.64;295.47;2016
4078;40126;SIERRA;AREQUIPA;AREQUIPA;YANAHUARA;25717;25717;0;0.56;5228.39;2240.74;7469.14;2016
4079;40127;SIERRA;AREQUIPA;AREQUIPA;YARABAMBA;1126;724;402;0.43;113.1;48.47;161.58;2016
4080;40128;SIERRA;AREQUIPA;AREQUIPA;YURA;26774;24704;2070;0.32;2885.43;1236.61;4122.04;2016
4081;40129;SIERRA;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;76388;76388;0;0.48;13383.18;5735.65;19118.83;2016
4082;40201;COSTA;AREQUIPA;CAMANA;CAMANA;14367;14255;112;0.58;3002.18;1286.65;4288.82;2016
4083;40202;COSTA;AREQUIPA;CAMANA;JOSE MARIA QUIMPER;4142;3818;324;0.57;794.33;340.43;1134.76;2016
4084;40203;COSTA;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;7261;1043;6218;0.47;177.4;76.03;253.43;2016
4085;40204;COSTA;AREQUIPA;CAMANA;MARISCAL CACERES;6472;5574;898;0.54;1098.64;470.84;1569.48;2016
4086;40205;COSTA;AREQUIPA;CAMANA;NICOLAS DE PIEROLA;6315;5584;731;0.42;860.1;368.62;1228.72;2016
4087;40206;COSTA;AREQUIPA;CAMANA;OCOÑA;4811;3798;1013;0.39;540.65;231.71;772.35;2016
4088;40207;COSTA;AREQUIPA;CAMANA;QUILCA;641;165;476;0.47;28.06;12.03;40.09;2016
4089;40208;COSTA;AREQUIPA;CAMANA;SAMUEL PASTOR;15529;14185;1344;0.58;2977.08;1275.89;4252.97;2016
4090;40301;SIERRA;AREQUIPA;CARAVELI;CARAVELI;3694;3620;74;0.46;607.8;260.48;868.28;2016
4091;40302;COSTA;AREQUIPA;CARAVELI;ACARI;3088;2714;374;0.48;475.49;203.78;679.28;2016
4092;40303;COSTA;AREQUIPA;CARAVELI;ATICO;4117;3251;866;0.51;605.17;259.36;864.53;2016
4093;40304;COSTA;AREQUIPA;CARAVELI;ATIQUIPA;925;164;761;0.47;27.89;11.95;39.85;2016
4094;40305;COSTA;AREQUIPA;CARAVELI;BELLA UNION;6898;2313;4585;0.46;387.78;166.19;553.97;2016
4095;40306;SIERRA;AREQUIPA;CARAVELI;CAHUACHO;903;259;644;0.43;40.46;17.34;57.8;2016
4096;40307;COSTA;AREQUIPA;CARAVELI;CHALA;6937;6379;558;0.47;1085;465;1550.01;2016
4097;40308;COSTA;AREQUIPA;CARAVELI;CHAPARRA;5561;2373;3188;0.47;403.62;172.98;576.61;2016
4098;40309;SIERRA;AREQUIPA;CARAVELI;HUANUHUANU;3345;122;3223;0.43;19.06;8.17;27.23;2016
4099;40310;SIERRA;AREQUIPA;CARAVELI;JAQUI;1202;1001;201;0.43;156.38;67.02;223.39;2016
4100;40311;COSTA;AREQUIPA;CARAVELI;LOMAS;1338;1198;140;0.47;203.77;87.33;291.1;2016
4101;40312;SIERRA;AREQUIPA;CARAVELI;QUICACHA;1871;310;1561;0.43;48.43;20.75;69.18;2016
4102;40313;COSTA;AREQUIPA;CARAVELI;YAUCA;1556;1314;242;0.27;129.49;55.5;184.99;2016
4103;40401;COSTA;AREQUIPA;CASTILLA;APLAO;8803;4821;3982;0.29;510.3;218.7;729;2016
4104;40402;SIERRA;AREQUIPA;CASTILLA;ANDAGUA;1127;739;388;0.43;115.45;49.48;164.92;2016
4105;40403;SIERRA;AREQUIPA;CASTILLA;AYO;397;289;108;0.43;45.15;19.35;64.5;2016
4106;40404;SIERRA;AREQUIPA;CASTILLA;CHACHAS;1686;488;1198;0.43;76.24;32.67;108.91;2016
4107;40405;SIERRA;AREQUIPA;CASTILLA;CHILCAYMARCA;1301;738;563;0.43;115.29;49.41;164.7;2016
4108;40406;SIERRA;AREQUIPA;CASTILLA;CHOCO;991;338;653;0.43;52.8;22.63;75.43;2016
4109;40407;COSTA;AREQUIPA;CASTILLA;HUANCARQUI;1295;1068;227;0.47;181.66;77.85;259.51;2016
4110;40408;SIERRA;AREQUIPA;CASTILLA;MACHAGUAY;699;284;415;0.43;44.37;19.01;63.38;2016
4111;40409;SIERRA;AREQUIPA;CASTILLA;ORCOPAMPA;9797;7961;1836;0.37;1066.3;456.99;1523.28;2016
4112;40410;SIERRA;AREQUIPA;CASTILLA;PAMPACOLCA;2647;1509;1138;0.43;235.74;101.03;336.77;2016
4113;40411;SIERRA;AREQUIPA;CASTILLA;TIPAN;512;131;381;0.43;20.46;8.77;29.24;2016
4114;40412;SIERRA;AREQUIPA;CASTILLA;UÑON;451;325;126;0.43;50.77;21.76;72.53;2016
4115;40413;COSTA;AREQUIPA;CASTILLA;URACA;7187;2666;4521;0.31;301.66;129.28;430.94;2016
4116;40414;SIERRA;AREQUIPA;CASTILLA;VIRACO;1670;1096;574;0.43;171.22;73.38;244.6;2016
4117;40501;SIERRA;AREQUIPA;CAYLLOMA;CHIVAY;7833;7536;297;0.43;1182.78;506.9;1689.68;2016
4118;40502;SIERRA;AREQUIPA;CAYLLOMA;ACHOMA;882;809;73;0.43;126.38;54.16;180.55;2016
4119;40503;SIERRA;AREQUIPA;CAYLLOMA;CABANACONDE;2353;2243;110;0.43;350.4;150.17;500.57;2016
4120;40504;SIERRA;AREQUIPA;CAYLLOMA;CALLALLI;1946;825;1121;0.43;128.88;55.23;184.12;2016
4121;40505;SIERRA;AREQUIPA;CAYLLOMA;CAYLLOMA;3076;1618;1458;0.41;242.13;103.77;345.91;2016
4122;40506;SIERRA;AREQUIPA;CAYLLOMA;COPORAQUE;1522;1300;222;0.43;203.09;87.04;290.12;2016
4123;40507;SIERRA;AREQUIPA;CAYLLOMA;HUAMBO;586;348;238;0.43;54.36;23.3;77.66;2016
4124;40508;SIERRA;AREQUIPA;CAYLLOMA;HUANCA;1406;710;696;0.43;110.92;47.54;158.45;2016
4125;40509;SIERRA;AREQUIPA;CAYLLOMA;ICHUPAMPA;652;612;40;0.43;95.61;40.97;136.58;2016
4126;40510;SIERRA;AREQUIPA;CAYLLOMA;LARI;1528;1394;134;0.43;217.77;93.33;311.1;2016
4127;40511;SIERRA;AREQUIPA;CAYLLOMA;LLUTA;1256;504;752;0.43;78.73;33.74;112.48;2016
4128;40512;SIERRA;AREQUIPA;CAYLLOMA;MACA;703;697;6;0.43;108.89;46.67;155.55;2016
4129;40513;SIERRA;AREQUIPA;CAYLLOMA;MADRIGAL;478;468;10;0.43;73.11;31.33;104.44;2016
4130;40514;SIERRA;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA ;1561;504;1057;0.43;78.73;33.74;112.48;2016
4131;40515;SIERRA;AREQUIPA;CAYLLOMA;SIBAYO;661;435;226;0.43;67.96;29.12;97.08;2016
4132;40516;SIERRA;AREQUIPA;CAYLLOMA;TAPAY;531;96;435;0.43;15;6.43;21.42;2016
4133;40517;SIERRA;AREQUIPA;CAYLLOMA;TISCO;1409;358;1051;0.43;55.93;23.97;79.9;2016
4134;40518;SIERRA;AREQUIPA;CAYLLOMA;TUTI;744;626;118;0.43;97.79;41.91;139.71;2016
4135;40519;SIERRA;AREQUIPA;CAYLLOMA;YANQUE;2112;1797;315;0.43;280.73;120.31;401.04;2016
4136;40520;COSTA;AREQUIPA;CAYLLOMA;MAJES;65637;41228;24409;0.52;7825.07;3353.6;11178.68;2016
4137;40601;COSTA;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;3296;2548;748;0.56;520.81;223.2;744.02;2016
4138;40602;SIERRA;AREQUIPA;CONDESUYOS;ANDARAY;661;323;338;0.43;50.46;21.63;72.08;2016
4139;40603;SIERRA;AREQUIPA;CONDESUYOS;CAYARANI;3085;383;2702;0.43;59.83;25.64;85.47;2016
4140;40604;SIERRA;AREQUIPA;CONDESUYOS;CHICHAS;652;145;507;0.43;22.65;9.71;32.36;2016
4141;40605;COSTA;AREQUIPA;CONDESUYOS;IRAY;637;275;362;0.47;46.77;20.05;66.82;2016
4142;40606;SIERRA;AREQUIPA;CONDESUYOS;RIO GRANDE;2663;1995;668;0.34;247.58;106.11;353.69;2016
4143;40607;SIERRA;AREQUIPA;CONDESUYOS;SALAMANCA;855;442;413;0.43;69.05;29.59;98.64;2016
4144;40608;SIERRA;AREQUIPA;CONDESUYOS;YANAQUIHUA;5905;663;5242;0.43;103.57;44.39;147.96;2016
4145;40701;COSTA;AREQUIPA;ISLAY;MOLLENDO;22078;20940;1138;0.49;3745.12;1605.05;5350.17;2016
4146;40702;COSTA;AREQUIPA;ISLAY;COCACHACRA;8896;7197;1699;0.39;1037.09;444.47;1481.56;2016
4147;40703;COSTA;AREQUIPA;ISLAY;DEAN VALDIVIA;6627;5425;1202;0.38;752.45;322.48;1074.93;2016
4148;40704;COSTA;AREQUIPA;ISLAY;ISLAY;7441;7441;0;0.49;1330.82;570.35;1901.18;2016
4149;40705;COSTA;AREQUIPA;ISLAY;MEJIA;1020;616;404;0.51;114.67;49.14;163.81;2016
4150;40706;COSTA;AREQUIPA;ISLAY;PUNTA DE BOMBON;6427;6192;235;0.45;1026.08;439.75;1465.82;2016
4151;40801;SIERRA;AREQUIPA;LA UNIÓN;COTAHUASI;2911;1862;1049;0.43;290.88;124.66;415.55;2016
4152;40802;SIERRA;AREQUIPA;LA UNIÓN;ALCA;1993;1430;563;0.43;223.39;95.74;319.14;2016
4153;40803;SIERRA;AREQUIPA;LA UNIÓN;CHARCANA;543;309;234;0.43;48.27;20.69;68.96;2016
4154;40804;SIERRA;AREQUIPA;LA UNIÓN;HUAYNACOTAS;2217;987;1230;0.43;154.19;66.08;220.27;2016
4155;40805;SIERRA;AREQUIPA;LA UNIÓN;PAMPAMARCA;1241;458;783;0.43;71.55;30.66;102.21;2016
4156;40806;SIERRA;AREQUIPA;LA UNIÓN;PUYCA;2786;928;1858;0.43;144.97;62.13;207.1;2016
4157;40807;SIERRA;AREQUIPA;LA UNIÓN;QUECHUALLA;231;50;181;0.43;7.81;3.35;11.16;2016
4158;40808;SIERRA;AREQUIPA;LA UNIÓN;SAYLA;580;161;419;0.43;25.15;10.78;35.93;2016
4159;40809;SIERRA;AREQUIPA;LA UNIÓN;TAURIA;320;170;150;0.43;26.56;11.38;37.94;2016
4160;40810;SIERRA;AREQUIPA;LA UNIÓN;TOMEPAMPA;816;327;489;0.43;51.08;21.89;72.98;2016
4161;40811;SIERRA;AREQUIPA;LA UNIÓN;TORO;784;284;500;0.43;44.37;19.01;63.38;2016
4162;50101;SIERRA;AYACUCHO;HUAMANGA;AYACUCHO   ;94442;91593;2849;0.51;17050.04;7307.16;24357.2;2016
4163;50102;SIERRA;AYACUCHO;HUAMANGA;ACOCRO;10812;1176;9636;0.43;183.71;78.73;262.45;2016
4164;50103;SIERRA;AYACUCHO;HUAMANGA;ACOS VINCHOS;6040;738;5302;0.43;115.29;49.41;164.7;2016
4165;50104;SIERRA;AYACUCHO;HUAMANGA;CARMEN ALTO ;21758;21102;656;0.65;5006.45;2145.62;7152.07;2016
4166;50105;SIERRA;AYACUCHO;HUAMANGA;CHIARA;7043;1853;5190;0.14;91.98;39.42;131.4;2016
4167;50106;SIERRA;AYACUCHO;HUAMANGA;OCROS   ;6332;1053;5279;0.43;164.5;70.5;235;2016
4168;50107;SIERRA;AYACUCHO;HUAMANGA;PACAYCASA;3235;1465;1770;0.43;228.86;98.08;326.95;2016
4169;50108;SIERRA;AYACUCHO;HUAMANGA;QUINUA;6255;2394;3861;0.54;471.86;202.22;674.08;2016
4170;50109;SIERRA;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;2512;261;2251;0.43;40.77;17.47;58.25;2016
4171;50110;SIERRA;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;51407;50376;1031;0.62;11400.09;4885.75;16285.84;2016
4172;50111;SIERRA;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;1654;630;1024;0.43;98.42;42.18;140.6;2016
4173;50112;SIERRA;AYACUCHO;HUAMANGA;SOCOS;7498;1174;6324;0.43;183.4;78.6;262;2016
4174;50113;SIERRA;AYACUCHO;HUAMANGA;TAMBILLO;5332;220;5112;0.43;34.37;14.73;49.1;2016
4175;50114;SIERRA;AYACUCHO;HUAMANGA;VINCHOS;16787;716;16071;0.43;111.85;47.94;159.79;2016
4176;50115;SIERRA;AYACUCHO;HUAMANGA;JESUS NAZARENO;18336;17097;1239;0.49;3057.8;1310.49;4368.28;2016
4177;50116;SIERRA;AYACUCHO;HUAMANGA;ANDRÉS AVELINO CÁCERES DORREGARAY   ;21827;21399;428;0.6;4686.38;2008.45;6694.83;2016
4178;50201;SIERRA;AYACUCHO;CANGALLO;CANGALLO;6770;2388;4382;0.44;383.51;164.36;547.88;2016
4179;50202;SIERRA;AYACUCHO;CANGALLO;CHUSCHI;8004;3584;4420;0.41;542.83;232.64;775.47;2016
4180;50203;SIERRA;AYACUCHO;CANGALLO;LOS MOROCHUCOS;8218;2897;5321;0.33;348.94;149.55;498.49;2016
4181;50204;SIERRA;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;2561;396;2165;0.43;61.86;26.51;88.38;2016
4182;50205;SIERRA;AYACUCHO;CANGALLO;PARAS;4582;970;3612;0.43;151.53;64.94;216.48;2016
4183;50206;SIERRA;AYACUCHO;CANGALLO;TOTOS;3711;1628;2083;0.53;314.94;134.97;449.91;2016
4184;50301;SIERRA;AYACUCHO;HUANCA SANCOS;SANCOS;3590;3080;510;0.35;393.47;168.63;562.1;2016
4185;50302;SIERRA;AYACUCHO;HUANCA SANCOS;CARAPO;2510;1903;607;0.39;270.89;116.1;386.99;2016
4186;50303;SIERRA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;1616;879;737;0.43;137.32;58.85;196.17;2016
4187;50304;SIERRA;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;2646;1165;1481;0.43;182;78;259.99;2016
4188;50401;SIERRA;AYACUCHO;HUANTA;HUANTA    ;41571;32821;8750;0.43;5151.26;2207.68;7358.94;2016
4189;50402;SIERRA;AYACUCHO;HUANTA;AYAHUANCO   ;6285;1788;4497;0.43;279.32;119.71;399.03;2016
4190;50403;SIERRA;AYACUCHO;HUANTA;HUAMANGUILLA;5135;1402;3733;0.27;138.17;59.21;197.38;2016
4191;50404;SIERRA;AYACUCHO;HUANTA;IGUAIN;3228;558;2670;0.43;87.17;37.36;124.53;2016
4192;50405;SIERRA;AYACUCHO;HUANTA;LURICOCHA;5147;1392;3755;0.43;217.46;93.2;310.65;2016
4193;50406;SIERRA;AYACUCHO;HUANTA;SANTILLANA;4777;632;4145;0.43;98.73;42.31;141.04;2016
4194;50407;SIERRA;AYACUCHO;HUANTA;SIVIA   ;13247;4199;9048;0.44;674.36;289.01;963.37;2016
4195;50408;SIERRA;AYACUCHO;HUANTA;LLOCHEGUA   ;11148;4974;6174;0.47;853.29;365.7;1218.99;2016
4196;50409;SIERRA;AYACUCHO;HUANTA;CANAYRE  ;3031;1874;1157;0.43;292.76;125.47;418.22;2016
4197;50410;SIERRA;AYACUCHO;HUANTA;UCHURACCAY   ;5625;573;5052;0.46;96.62;41.41;138.04;2016
4198;50411;SIERRA;AYACUCHO;HUANTA;PUCACOLPA  ;8432;0;8432;0;0;0;0;2016
4199;50412;SIERRA;AYACUCHO;HUANTA;CHACA   ;2511;0;2511;0;0;0;0;2016
4200;50501;SIERRA;AYACUCHO;LA MAR;SAN MIGUEL;9121;3458;5663;0.46;580.6;248.83;829.43;2016
