PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,MTN_QRESIDUOS_MUN,GRS_MTN_AMERICAYCARIBE,GRS_MTN_AMERICADEL NORTE,GRS_MTN_EUROPAYASIACENTRAL,G_ROV
2020,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,12386,10091,2295,0.6,2209.93,947.11,3157,7.9,231,289,392,
2021,30109,SIERRA,APURIMAC,ABANCAY,TAMBURCO,12481,10086,2395,0.43,1583,678.43,2261.4,8.2,231,289,392,
2014,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,76168,71321,4847,0.35,9121.38,3909.16,13030.5,6.9,231,289,392,
2015,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,78378,73390,4988,0.4,10714.95,4592.12,15307.1,7,231,289,392,
2016,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,80389,75274,5115,0.51,14012.26,6005.25,20017.5,7,231,289,392,
2017,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,82390,77147,5243,0.51,14360.91,6154.68,20515.6,7.1,231,289,392,
2018,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,96509,92888,3621,0.51,17291.08,7410.46,24701.5,7.5,231,289,392,
2019,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,96463,92745,3718,0.54,18280.04,7834.3,26114.3,7.8,231,289,392,
2020,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,100011,96066,3945,0.54,18934.61,8114.83,27049.4,7.9,231,289,392,
2021,170101,SELVA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,103413,99244,4169,0.56,20285.47,8693.77,28979.3,8.2,231,289,392,
2014,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,11534,3562,7972,0.45,584.19,250.37,834.6,6.9,231,289,392,
2015,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,11582,3577,8005,0.42,548.37,235.02,783.4,7,231,289,392,
2016,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,11665,3603,8062,0.47,618.09,264.9,883,7,231,289,392,
2017,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,11747,3629,8118,0.47,622.55,266.81,889.4,7.1,231,289,392,
2018,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,10725,4578,6147,0.47,785.3,336.56,1121.9,7.5,231,289,392,
2019,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,10816,4558,6258,0.5,831.84,356.5,1188.3,7.8,231,289,392,
2020,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,10789,4498,6291,0.5,820.89,351.81,1172.7,7.9,231,289,392,
2021,30501,SIERRA,APURIMAC,COTABAMBAS,TAMBOBAMBA,10713,4428,6285,0.51,824.27,353.26,1177.5,8.2,231,289,392,
2014,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,116436,42427,74009,0.63,9713.18,4162.79,13876,6.9,231,289,392,
2015,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,119086,43393,75693,0.57,8975.72,3846.74,12822.5,7,231,289,392,
2016,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,120760,44003,76757,0.57,9154.82,3923.5,13078.3,7,231,289,392,
2017,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,122425,44610,77815,0.57,9281.11,3977.62,13258.7,7.1,231,289,392,
2018,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,117682,47262,70420,0.57,9832.78,4214.05,14046.8,7.5,231,289,392,
2019,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,121568,45812,75756,0.42,7022.98,3009.85,10032.8,7.8,231,289,392,
2020,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,124028,44441,79587,0.42,6812.81,2919.77,9732.6,7.9,231,289,392,
2021,200114,COSTA,PIURA,PIURA,TAMBO GRANDE,126126,43353,82773,0.57,9019.59,3865.54,12885.1,8.2,231,289,392,
2015,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,4990,4467,523,0.58,945.71,405.31,1351,7,231,289,392,
2016,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,5026,4500,526,0.41,673.43,288.61,962,7,231,289,392,
2017,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,5062,4532,530,0.41,678.21,290.66,968.9,7.1,231,289,392,
2018,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,6145,5781,364,0.41,865.14,370.77,1235.9,7.5,231,289,392,
2019,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,6402,6024,378,0.51,1119.92,479.97,1599.9,7.8,231,289,392,
2020,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,6574,6184,390,0.51,1149.67,492.72,1642.4,7.9,231,289,392,
2021,110211,COSTA,ICA,CHINCHA,TAMBO DE MORA,6730,6328,402,0.48,1108.67,475.14,1583.8,8.2,231,289,392,
2014,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,20194,10324,9870,0.52,1976.66,847.14,2823.8,6.9,231,289,392,
2014,60418,COSTA,CAJAMARCA,LA MAR,TAMBO,1006,221,785,0.46,37.37,16.02,53.4,6.9,231,289,392,
2014,80406,SIERRA,CUSCO,LA MAR,TAMBO,5620,1290,4330,0.45,211.56,90.67,302.2,6.9,231,289,392,
2014,90312,SIERRA,HUANCAVELICA,LA MAR,TAMBO,3733,528,3205,0.45,86.65,37.14,123.8,6.9,231,289,392,
2014,100904,SELVA,HUANUCO,LA MAR,TAMBO,4685,823,3862,0.61,182.96,78.41,261.4,6.9,231,289,392,
2014,120411,SIERRA,JUNIN,LA MAR,TAMBO,745,75,670,0.45,12.28,5.26,17.6,6.9,231,289,392,
2014,130809,SIERRA,LA LIBERTAD,LA MAR,TAMBO,8671,1997,6674,0.45,327.57,140.39,468,6.9,231,289,392,
2014,150402,SIERRA,LIMA,LA MAR,TAMBO,749,389,360,0.45,63.74,27.32,91.1,6.9,231,289,392,
2015,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,20567,10515,10052,0.39,1496.81,641.49,2138.3,7,231,289,392,
2015,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,322,189,133,0.43,29.54,12.66,42.2,7,231,289,392,
2016,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,20085,10269,9816,0.39,1461.79,626.48,2088.3,7,231,289,392,
2016,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,318,187,131,0.43,29.21,12.52,41.7,7,231,289,392,
2017,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,20216,10336,9880,0.39,1471.33,630.57,2101.9,7.1,231,289,392,
2017,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,311,183,128,0.43,28.59,12.25,40.8,7.1,231,289,392,
2018,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,10078,6268,3810,0.42,960.92,411.82,1372.8,7.5,231,289,392,
2018,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,739,317,422,0.42,48.57,20.81,69.4,7.5,231,289,392,
2019,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,9850,6048,3802,0.44,966.18,414.08,1380.3,7.8,231,289,392,
2019,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,785,330,455,0.44,52.72,22.59,75.3,7.8,231,289,392,
2020,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,9302,5651,3651,0.44,900.95,386.12,1287.1,7.9,231,289,392,
2020,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,809,336,473,0.44,53.57,22.96,76.5,7.9,231,289,392,
2021,50508,SIERRA,AYACUCHO,LA MAR,TAMBO,8733,5252,3481,0.44,843.47,361.49,1205,8.2,231,289,392,
2021,90616,SIERRA,HUANCAVELICA,HUAYTARA,TAMBO,835,341,494,0.44,54.76,23.47,78.2,8.2,231,289,392,
2014,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,5186,213,4973,0.45,35.01,15,50,6.9,231,289,392,
2014,60201,SIERRA,CAJAMARCA,HUAMANGA,TAMBILLO,30561,15812,14749,0.56,3232.01,1385.15,4617.2,6.9,231,289,392,
2014,70104,COSTA,CALLAO,HUAMANGA,TAMBILLO,59518,59518,0,0.53,11672.7,5002.59,16675.3,6.9,231,289,392,
2014,90106,SIERRA,HUANCAVELICA,HUAMANGA,TAMBILLO,2915,1728,1187,0.45,283.32,121.42,404.7,6.9,231,289,392,
2014,100322,SIERRA,HUANUCO,HUAMANGA,TAMBILLO,2616,455,2161,0.45,74.61,31.98,106.6,6.9,231,289,392,
2014,120135,SIERRA,JUNIN,HUAMANGA,TAMBILLO,7831,459,7372,0.45,75.25,32.25,107.5,6.9,231,289,392,
2014,130304,SIERRA,LA LIBERTAD,HUAMANGA,TAMBILLO,2256,1286,970,0.45,210.81,90.35,301.2,6.9,231,289,392,
2014,150121,COSTA,LIMA,HUAMANGA,TAMBILLO,76437,76437,0,0.82,22750.7,9750.3,32501,6.9,231,289,392,
2015,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,5259,216,5043,0.43,33.82,14.49,48.3,7,231,289,392,
2016,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,5332,220,5112,0.43,34.37,14.73,49.1,7,231,289,392,
2017,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,5405,223,5182,0.43,34.84,14.93,49.8,7.1,231,289,392,
2018,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,5560,260,5300,0.38,36,15.43,51.4,7.5,231,289,392,
2019,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,5835,258,5577,0.38,35.78,15.34,51.1,7.8,231,289,392,
2020,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,6001,253,5748,0.38,35.09,15.04,50.1,7.9,231,289,392,
2021,50113,SIERRA,AYACUCHO,HUAMANGA,TAMBILLO,6106,248,5858,0.44,39.83,17.07,56.9,8.2,231,289,392,
2014,200506,COSTA,PIURA,PAITA,TAMARINDO,4557,4282,275,0.42,656.37,281.3,937.7,6.9,231,289,392,
2015,200506,COSTA,PIURA,PAITA,TAMARINDO,4555,4280,275,0.4,618.74,265.18,883.9,7,231,289,392,
2016,200506,COSTA,PIURA,PAITA,TAMARINDO,4576,4300,276,0.31,486.55,208.52,695.1,7,231,289,392,
2017,200506,COSTA,PIURA,PAITA,TAMARINDO,4597,4320,277,0.31,488.81,209.49,698.3,7.1,231,289,392,
2018,200506,COSTA,PIURA,PAITA,TAMARINDO,5092,5002,90,0.31,565.99,242.57,808.6,7.5,231,289,392,
2019,200506,COSTA,PIURA,PAITA,TAMARINDO,5246,5148,98,0.29,543.55,232.95,776.5,7.8,231,289,392,
2020,200506,COSTA,PIURA,PAITA,TAMARINDO,5330,5226,104,0.29,551.79,236.48,788.3,7.9,231,289,392,
2021,200506,COSTA,PIURA,PAITA,TAMARINDO,5409,5298,111,0.29,559.39,239.74,799.1,8.2,231,289,392,
2014,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,18312,9435,8877,0.49,1680.85,720.36,2401.2,6.9,231,289,392,
2015,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,18313,9435,8878,0.5,1721.95,737.98,2459.9,7,231,289,392,
2016,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,18361,9461,8900,0.4,1381.31,591.99,1973.3,7,231,289,392,
2017,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,18407,9484,8923,0.4,1384.66,593.43,1978.1,7.1,231,289,392,
2018,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,19373,11839,7534,0.4,1728.45,740.77,2469.2,7.5,231,289,392,
2019,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,19711,11837,7874,0.43,1857.82,796.21,2654,7.8,231,289,392,
2020,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,19901,11788,8113,0.43,1850.13,792.91,2643,7.9,231,289,392,
2021,30216,SIERRA,APURIMAC,ANDAHUAYLAS,TALAVERA,20291,11831,8460,0.53,2288.71,980.87,3269.6,8.2,231,289,392,
2014,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,7971,1300,6671,0.61,288.88,123.81,412.7,6.9,231,289,392,
2015,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,8020,1308,6712,0.58,275.96,118.27,394.2,7,231,289,392,
2016,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,8102,1322,6780,0.58,278.9,119.53,398.4,7,231,289,392,
2017,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,8183,1335,6848,0.58,281.64,120.7,402.4,7.1,231,289,392,
2018,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,10004,2660,7344,0.55,531.1,227.62,758.7,7.5,231,289,392,
2019,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,10303,2723,7580,0.8,795.12,340.76,1135.9,7.8,231,289,392,
2020,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,10618,2786,7832,0.8,813.51,348.65,1162.2,7.9,231,289,392,
2021,250203,SELVA,UCAYALI,ATALAYA,TAHUANIA,10890,2843,8047,0.55,570.73,244.6,815.3,8.2,231,289,392,
2014,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3348,1527,1821,0.61,339.25,145.39,484.6,6.9,231,289,392,
2015,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3423,1561,1862,0.6,341.84,146.5,488.3,7,231,289,392,
2016,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3501,1597,1904,0.58,336.92,144.39,481.3,7,231,289,392,
2017,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3579,1633,1946,0.19,115.04,49.3,164.3,7.1,231,289,392,
2018,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3446,1825,1621,0.3,197.19,84.51,281.7,7.5,231,289,392,
2019,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3420,1805,1615,0.31,204.24,87.53,291.8,7.8,231,289,392,
2020,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3468,1819,1649,0.31,205.82,88.21,294,7.9,231,289,392,
2021,170303,SELVA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3550,1849,1701,0.8,539.91,231.39,771.3,8.2,231,289,392,
2014,230101,COSTA,TACNA,TACNA,TACNA,87496,86978,518,0.5,15873.52,6802.94,22676.5,6.9,231,289,392,
2015,230101,COSTA,TACNA,TACNA,TACNA,80224,79749,475,0.53,15427.49,6611.78,22039.3,7,231,289,392,
2016,230101,COSTA,TACNA,TACNA,TACNA,80070,79597,473,0.53,15398.04,6599.16,21997.2,7,231,289,392,
2017,230101,COSTA,TACNA,TACNA,TACNA,79920,79448,472,0.53,15369.22,6586.81,21956,7.1,231,289,392,
2018,230101,COSTA,TACNA,TACNA,TACNA,101651,100938,713,0.52,19158.06,8210.6,27368.7,7.5,231,289,392,
2019,230101,COSTA,TACNA,TACNA,TACNA,103125,102341,784,0.55,20544.96,8804.98,29349.9,7.8,231,289,392,
2020,230101,COSTA,TACNA,TACNA,TACNA,104314,103468,846,0.55,20771.2,8901.94,29673.1,7.9,231,289,392,
2021,230101,COSTA,TACNA,TACNA,TACNA,105248,104344,904,0.57,21708.77,9303.76,31012.5,8.2,231,289,392,
2015,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,20049,3697,16352,0.75,1011.99,433.71,1445.7,7,231,289,392,
2016,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,20074,3702,16372,0.75,1013.42,434.32,1447.8,7,231,289,392,
2017,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,20095,3706,16389,0.75,1014.52,434.79,1449.3,7.1,231,289,392,
2018,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,16747,3058,13689,0.42,468.83,200.93,669.8,7.5,231,289,392,
2019,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,16850,3001,13849,0.44,479.41,205.46,684.9,7.8,231,289,392,
2020,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,16668,2909,13759,0.44,463.79,198.77,662.6,7.9,231,289,392,
2021,60417,SIERRA,CAJAMARCA,CHOTA,TACABAMBA,16513,2829,13684,0.44,454.34,194.72,649.1,8.2,231,289,392,
2014,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,13145,9516,3629,0.61,2114.54,906.23,3020.8,6.9,231,289,392,
2015,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,13130,9505,3625,0.58,2005.29,859.41,2864.7,7,231,289,392,
2016,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,13229,9577,3652,0.58,2020.46,865.91,2886.4,7,231,289,392,
2017,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,13326,9647,3679,0.58,2035.23,872.24,2907.5,7.1,231,289,392,
2018,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,14360,10036,4324,0.55,2003.8,858.77,2862.6,7.5,231,289,392,
2019,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,14440,10029,4411,0.55,2002.09,858.04,2860.1,7.8,231,289,392,
2020,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,14593,10075,4518,0.55,2011.16,861.92,2873.1,7.9,231,289,392,
2021,220510,SELVA,SAN MARTIN,LAMAS,TABALOSOS,14737,10115,4622,0.44,1624.47,696.2,2320.7,8.2,231,289,392,
2015,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,21686,542,21144,0.58,114.27,48.97,163.3,7,231,289,392,
2016,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,21835,546,21289,0.58,115.19,49.37,164.6,7,231,289,392,
2017,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,21962,549,21413,0.58,115.82,49.64,165.5,7.1,231,289,392,
2018,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,19408,636,18773,0.55,126.89,54.38,181.3,7.5,231,289,392,
2019,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,19776,633,19143,0.54,125.08,53.6,178.7,7.8,231,289,392,
2020,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,19954,626,19328,0.74,169.08,72.46,241.6,7.9,231,289,392,
2021,60907,SELVA,CAJAMARCA,SAN IGNACIO,TABACONAS,20068,619,19449,0.74,167.19,71.65,238.9,8.2,231,289,392,
2014,200210,COSTA,PIURA,AYABACA,SUYO,12301,1014,11287,0.46,171.64,73.56,245.2,6.9,231,289,392,
2015,200210,COSTA,PIURA,AYABACA,SUYO,12287,1013,11274,0.47,172.25,73.82,246.1,7,231,289,392,
2016,200210,COSTA,PIURA,AYABACA,SUYO,12332,1017,11315,0.47,172.98,74.13,247.1,7,231,289,392,
2017,200210,COSTA,PIURA,AYABACA,SUYO,12377,1021,11356,0.47,173.66,74.43,248.1,7.1,231,289,392,
2018,200210,COSTA,PIURA,AYABACA,SUYO,11752,3607,8145,0.46,605.67,259.57,865.2,7.5,231,289,392,
2019,200210,COSTA,PIURA,AYABACA,SUYO,12001,3552,8449,0.44,570.45,244.48,814.9,7.8,231,289,392,
2020,200210,COSTA,PIURA,AYABACA,SUYO,12008,3456,8552,0.45,567.65,243.28,810.9,7.9,231,289,392,
2021,200210,COSTA,PIURA,AYABACA,SUYO,12037,3378,8659,0.5,616.49,264.21,880.7,8.2,231,289,392,
2015,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,2768,276,2492,0.43,43.15,18.49,61.6,7,231,289,392,
2016,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,2767,277,2490,0.43,43.27,18.55,61.8,7,231,289,392,
2017,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,2766,277,2489,0.41,41.94,17.97,59.9,7.1,231,289,392,
2018,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,1680,394,1287,0.42,60.37,25.87,86.2,7.5,231,289,392,
2019,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,1640,336,1304,0.44,53.68,23,76.7,7.8,231,289,392,
2020,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,1566,293,1273,0.44,46.71,20.02,66.7,7.9,231,289,392,
2021,80807,SIERRA,CUSCO,ESPINAR,SUYCKUTAMBO,1498,258,1240,0.36,33.9,14.53,48.4,8.2,231,289,392,
2014,230406,SIERRA,TACNA,TARATA,SUSAPAYA,787,611,176,0.45,100.14,42.92,143.1,6.9,231,289,392,
2015,230406,SIERRA,TACNA,TARATA,SUSAPAYA,768,596,172,0.43,93.1,39.9,133,7,231,289,392,
2016,230406,SIERRA,TACNA,TARATA,SUSAPAYA,753,585,168,0.43,91.39,39.17,130.6,7,231,289,392,
2017,230406,SIERRA,TACNA,TARATA,SUSAPAYA,737,572,165,0.43,89.36,38.3,127.7,7.1,231,289,392,
2018,230406,SIERRA,TACNA,TARATA,SUSAPAYA,520,449,71,0.42,68.9,29.53,98.4,7.5,231,289,392,
2019,230406,SIERRA,TACNA,TARATA,SUSAPAYA,510,437,73,0.44,69.81,29.92,99.7,7.8,231,289,392,
2020,230406,SIERRA,TACNA,TARATA,SUSAPAYA,488,418,70,0.44,66.64,28.56,95.2,7.9,231,289,392,
2021,230406,SIERRA,TACNA,TARATA,SUSAPAYA,488,417,71,0.8,121.76,52.18,174,8.2,231,289,392,
2015,150141,COSTA,LIMA,LIMA,SURQUILLO,91346,91346,0,0.65,21671.84,9287.93,30959.8,7,231,289,392,
2016,150141,COSTA,LIMA,LIMA,SURQUILLO,91409,91409,0,0.65,21686.79,9294.34,30981.1,7,231,289,392,
2017,150141,COSTA,LIMA,LIMA,SURQUILLO,91474,91474,0,0.65,21702.21,9300.95,31003.2,7.1,231,289,392,
2018,150141,COSTA,LIMA,LIMA,SURQUILLO,98389,98389,0,0.75,26933.97,11543.13,38477.1,7.5,231,289,392,
2019,150141,COSTA,LIMA,LIMA,SURQUILLO,99397,99397,0,0.68,24670.34,10573,35243.3,7.8,231,289,392,
2020,150141,COSTA,LIMA,LIMA,SURQUILLO,100339,100339,0,0.68,24904.14,10673.2,35577.3,7.9,231,289,392,
2021,150141,COSTA,LIMA,LIMA,SURQUILLO,101448,101448,0,0.69,25549.68,10949.86,36499.5,8.2,231,289,392,
2015,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,4897,404,4493,0.43,63.15,27.07,90.2,7,231,289,392,
2016,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,4896,405,4491,0.43,63.27,27.12,90.4,7,231,289,392,
2017,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,4893,404,4489,0.43,63.11,27.05,90.2,7.1,231,289,392,
2018,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,4885,595,4291,0.42,91.17,39.07,130.3,7.5,231,289,392,
2019,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,5104,604,4500,0.44,96.49,41.35,137.8,7.8,231,289,392,
2020,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,5094,589,4505,0.44,93.91,40.25,134.2,7.9,231,289,392,
2021,90717,SIERRA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,4158,547,3611,0.44,87.85,37.65,125.5,8.2,231,289,392,
2015,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1938,1044,894,0.43,163.16,69.93,233.1,7,231,289,392,
2016,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1941,1047,894,0.43,163.56,70.1,233.7,7,231,289,392,
2017,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1943,1048,895,0.43,163.72,70.17,233.9,7.1,231,289,392,
2018,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1534,1072,461,0.42,164.36,70.44,234.8,7.5,231,289,392,
2019,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1411,1040,371,0.44,166.14,71.2,237.4,7.8,231,289,392,
2020,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1379,1006,373,0.44,160.39,68.74,229.1,7.9,231,289,392,
2021,150732,SIERRA,LIMA,HUAROCHIRI,SURCO,1350,975,375,0.44,156.59,67.11,223.7,8.2,231,289,392,
2015,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,11609,11577,32,0.55,2324,996,3320,7,231,289,392,
2016,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,11660,11628,32,0.63,2656.88,1138.66,3795.6,7,231,289,392,
2017,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,11714,11682,32,0.63,2669.22,1143.95,3813.2,7.1,231,289,392,
2018,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,13974,13891,82,0.63,3174.01,1360.29,4534.3,7.5,231,289,392,
2019,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,13257,13172,85,0.63,3028.9,1298.1,4327,7.8,231,289,392,
2020,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,13525,13436,89,0.63,3089.61,1324.12,4413.7,7.9,231,289,392,
2021,150205,COSTA,LIMA,BARRANCA,SUPE PUERTO,13703,13611,92,0.63,3129.85,1341.36,4471.2,8.2,231,289,392,
2015,150204,COSTA,LIMA,BARRANCA,SUPE,22543,16339,6204,0.8,4771.01,2044.72,6815.7,7,231,289,392,
2016,150204,COSTA,LIMA,BARRANCA,SUPE,22762,16498,6264,0.8,4793.33,2054.28,6847.6,7,231,289,392,
2017,150204,COSTA,LIMA,BARRANCA,SUPE,22985,16660,6325,0.8,4840.4,2074.46,6914.9,7.1,231,289,392,
2018,150204,COSTA,LIMA,BARRANCA,SUPE,26239,20238,6001,0.51,3774.66,1617.71,5392.4,7.5,231,289,392,
2019,150204,COSTA,LIMA,BARRANCA,SUPE,24930,18855,6075,0.5,3441.04,1474.73,4915.8,7.8,231,289,392,
2020,150204,COSTA,LIMA,BARRANCA,SUPE,25470,19154,6316,0.5,3495.61,1498.12,4993.7,7.9,231,289,392,
2021,150204,COSTA,LIMA,BARRANCA,SUPE,26090,19530,6560,0.5,3564.23,1527.53,5091.8,8.2,231,289,392,
2015,110210,COSTA,ICA,CHINCHA,SUNAMPE,27496,26513,983,0.58,5612.78,2405.48,8018.3,7,231,289,392,
2016,110210,COSTA,ICA,CHINCHA,SUNAMPE,27834,26839,995,0.59,5779.78,2477.05,8256.8,7,231,289,392,
2017,110210,COSTA,ICA,CHINCHA,SUNAMPE,28168,27161,1007,0.58,5749.98,2464.28,8214.3,7.1,231,289,392,
2018,110210,COSTA,ICA,CHINCHA,SUNAMPE,30934,30302,632,0.59,6525.57,2796.67,9322.2,7.5,231,289,392,
2019,110210,COSTA,ICA,CHINCHA,SUNAMPE,32204,31547,657,0.75,8635.99,3701.14,12337.1,7.8,231,289,392,
2020,110210,COSTA,ICA,CHINCHA,SUNAMPE,33046,32369,677,0.75,8861.01,3797.58,12658.6,7.9,231,289,392,
2021,110210,COSTA,ICA,CHINCHA,SUNAMPE,33809,33113,696,0.8,9669,4143.86,13812.9,8.2,231,289,392,
2015,150611,SIERRA,LIMA,HUARAL,SUMBILCA,986,642,344,0.18,42.15,18.07,60.2,7,231,289,392,
2016,150611,SIERRA,LIMA,HUARAL,SUMBILCA,960,625,335,0.17,38.78,16.62,55.4,7,231,289,392,
