PERIODO,DEPARTAMENTO,garbage_3,garbage_value
2017,LAMBAYEQUE,QRESIDUOS_NO_DOM,91618.2
2017,LIMA,QRESIDUOS_DOM,2172446.92
2017,LIMA,QRESIDUOS_MUN,3103496.2
2017,LIMA,QRESIDUOS_NO_DOM,931048.68
2017,LORETO,QRESIDUOS_DOM,142710.63
2017,LORETO,QRESIDUOS_MUN,203872.8
2017,LORETO,QRESIDUOS_NO_DOM,61161.71
2017,MADRE DE DIOS,QRESIDUOS_DOM,19629.6
2017,MADRE DE DIOS,QRESIDUOS_MUN,28042.3
2017,MADRE DE DIOS,QRESIDUOS_NO_DOM,8412.67
2017,MOQUEGUA,QRESIDUOS_DOM,24889.71
2017,MOQUEGUA,QRESIDUOS_MUN,35556.9
2017,MOQUEGUA,QRESIDUOS_NO_DOM,10667.02
2017,PASCO,QRESIDUOS_DOM,27574.44
2017,PASCO,QRESIDUOS_MUN,39392.0
2017,PASCO,QRESIDUOS_NO_DOM,11817.630000000001
2017,PIURA,QRESIDUOS_DOM,278953.15
2017,PIURA,QRESIDUOS_MUN,398504.5
2017,PIURA,QRESIDUOS_NO_DOM,119551.37
2017,PUNO,QRESIDUOS_DOM,122742.34
2017,PUNO,QRESIDUOS_MUN,175347.0
2017,PUNO,QRESIDUOS_NO_DOM,52603.87
2017,SAN MARTIN,QRESIDUOS_DOM,110087.62
2017,SAN MARTIN,QRESIDUOS_MUN,157268.0
2017,SAN MARTIN,QRESIDUOS_NO_DOM,47180.38
2017,TACNA,QRESIDUOS_DOM,51872.08
2017,TACNA,QRESIDUOS_MUN,74103.2
2017,TACNA,QRESIDUOS_NO_DOM,22230.89
2017,TUMBES,QRESIDUOS_DOM,37438.119999999995
2017,TUMBES,QRESIDUOS_MUN,53483.1
2017,TUMBES,QRESIDUOS_NO_DOM,16044.91
2017,UCAYALI,QRESIDUOS_DOM,91231.51000000001
2017,UCAYALI,QRESIDUOS_MUN,130330.7
2017,UCAYALI,QRESIDUOS_NO_DOM,39099.2
2018,AMAZONAS,QRESIDUOS_DOM,38118.39
2018,AMAZONAS,QRESIDUOS_MUN,54455.4
2018,AMAZONAS,QRESIDUOS_NO_DOM,16336.49
2018,ANCASH,QRESIDUOS_DOM,155210.31
2018,ANCASH,QRESIDUOS_MUN,221729.5
2018,ANCASH,QRESIDUOS_NO_DOM,66518.67
2018,APURIMAC,QRESIDUOS_DOM,46778.89
2018,APURIMAC,QRESIDUOS_MUN,66827.3
2018,APURIMAC,QRESIDUOS_NO_DOM,20048.08
2018,AREQUIPA,QRESIDUOS_DOM,251513.24
2018,AREQUIPA,QRESIDUOS_MUN,359305.4
2018,AREQUIPA,QRESIDUOS_NO_DOM,107791.44
2018,AYACUCHO,QRESIDUOS_DOM,88089.36
2018,AYACUCHO,QRESIDUOS_MUN,125842.5
2018,AYACUCHO,QRESIDUOS_NO_DOM,37752.56
2018,CAJAMARCA,QRESIDUOS_DOM,106007.21
2018,CAJAMARCA,QRESIDUOS_MUN,151439.6
2018,CAJAMARCA,QRESIDUOS_NO_DOM,45431.69
2018,CALLAO,QRESIDUOS_DOM,232353.24000000002
2018,CALLAO,QRESIDUOS_MUN,331933.2
2018,CALLAO,QRESIDUOS_NO_DOM,99579.96
2018,CUSCO,QRESIDUOS_DOM,159672.84
2018,CUSCO,QRESIDUOS_MUN,228104.6
2018,CUSCO,QRESIDUOS_NO_DOM,68431.2
2018,HUANCAVELICA,QRESIDUOS_DOM,26753.21
2018,HUANCAVELICA,QRESIDUOS_MUN,38219.7
2018,HUANCAVELICA,QRESIDUOS_NO_DOM,11465.65
2018,HUANUCO,QRESIDUOS_DOM,74819.95999999999
2018,HUANUCO,QRESIDUOS_MUN,106886.20000000001
2018,HUANUCO,QRESIDUOS_NO_DOM,32065.66
2018,ICA,QRESIDUOS_DOM,156168.06
2018,ICA,QRESIDUOS_MUN,223097.3
2018,ICA,QRESIDUOS_NO_DOM,66929.15
2018,JUNIN,QRESIDUOS_DOM,192204.03
2018,JUNIN,QRESIDUOS_MUN,274577.5
2018,JUNIN,QRESIDUOS_NO_DOM,82373.1
2018,LA LIBERTAD,QRESIDUOS_DOM,299257.05
2018,LA LIBERTAD,QRESIDUOS_MUN,427510.3
2018,LA LIBERTAD,QRESIDUOS_NO_DOM,128253.04
2018,LAMBAYEQUE,QRESIDUOS_DOM,203764.92
2018,LAMBAYEQUE,QRESIDUOS_MUN,291092.8
2018,LAMBAYEQUE,QRESIDUOS_NO_DOM,87327.84
2018,LIMA,QRESIDUOS_DOM,2213422.41
2018,LIMA,QRESIDUOS_MUN,3162033.2
2018,LIMA,QRESIDUOS_NO_DOM,948609.62
2018,LORETO,QRESIDUOS_DOM,147361.34
2018,LORETO,QRESIDUOS_MUN,210516.5
