PERIODO,PROVINCIA,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,ORDEN
2015,PACASMAYO,103985,96472,7513,2.21,16764.51,7184.79,23949.31,330
2015,PACHITEA,73132,9810,63322,1.55,1140.06,488.6,1628.66,331
2015,PADRE ABAD,59336,30584,28752,2.81,6515.2,2792.23,9307.43,332
2015,PAITA,129904,124902,5002,3.07,22880.91,9806.11,32687.03,333
2015,PALLASCA,30570,15854,14716,4.81,2435.99,1043.98,3479.99,334
2015,PALPA,12279,8239,4040,2.28,1577.5,676.07,2253.57,335
2015,PARINACOCHAS,33242,18301,14941,3.8,3456.48,1481.36,4937.85,336
2015,PARURO,30501,10190,20311,3.49,1441.56,617.81,2059.36,337
2015,PASCO,157310,117011,40299,4.51,15394.28,6597.54,21991.84,338
2015,PATAZ,88038,23703,64335,5.47,3588.62,1537.98,5126.61,339
2015,PAUCAR DEL SARA SARA,10989,7258,3731,4.09,980.23,420.1,1400.33,340
2015,PAUCARTAMBO,51060,9476,41584,3.11,1990.23,852.96,2843.18,341
2015,PICOTA,44533,26481,18052,6.04,6087.29,2608.84,8696.14,342
2015,PISCO,135735,118175,17560,3.95,20660.93,8854.68,29515.62,343
2015,PIURA,765601,656404,109197,5.26,137062.39,58741.03,195803.41,344
2015,POMABAMBA,29375,6562,22813,1.71,1010.75,433.18,1443.93,345
2015,PUERTO INCA,31507,5985,25522,2.86,1226.82,525.78,1752.59,346
2015,PUNO,248377,152025,96352,6.46,29687.16,12723.08,42410.22,347
2015,PURUS,4481,1496,2985,0.58,315.71,135.3,451.01,348
2015,PUTUMAYO,11866,4419,7447,2.32,932.21,399.52,1331.74,349
2015,QUISPICANCHI,89517,30686,58831,4.27,4009.97,1718.57,5728.54,350
2015,RECUAY,19348,10894,8454,4.4,1747.06,748.74,2495.81,351
2015,REQUENA,74041,42723,31318,6.29,8567.9,3671.94,12239.82,352
2015,RIOJA,128367,90339,38028,4.52,17975.24,7703.69,25678.91,353
2015,RODRIGUEZ DE MENDOZA,31192,9308,21884,6.82,1780.66,763.16,2543.8,354
2015,SAN ANTONIO DE PUTINA,69250,47618,21632,2.01,7106.62,3045.7,10152.32,355
2015,SAN IGNACIO,148364,23236,125128,3.98,5067.02,2171.59,7238.61,356
2015,SAN MARCOS,54486,12530,41956,3.24,2778.55,1190.81,3969.36,357
2015,SAN MARTIN,187320,170548,16772,7.54,31357.57,13438.96,44796.54,358
2015,SAN MIGUEL,55745,9044,46701,5.7,1462.32,626.69,2089,359
2015,SAN PABLO,23298,3645,19653,1.73,583.79,250.2,833.99,360
2015,SAN ROMAN,293697,272148,21549,1.75,51348.2,22006.38,73354.56,361
2015,SANCHEZ CARRION,154236,42786,111450,3.65,9935.44,4258.05,14193.48,362
2015,SANDIA,70548,18797,51751,4.81,3260.69,1397.44,4658.13,363
2015,SANTA,438290,412053,26237,4.8,89086.16,38179.79,127265.94,364
2015,SANTA CRUZ,45222,10122,35100,4.7,1532.31,656.68,2188.99,365
2015,SANTIAGO DE CHUCO,61474,21174,40300,4.34,5379.21,2305.38,7684.58,366
2015,SATIPO,274610,72926,201684,4.95,13381.39,5734.87,19116.26,367
2015,SECHURA,75151,70768,4383,2.46,12026.25,5154.12,17180.36,368
2015,SIHUAS,30529,7970,22559,4.48,1519.68,651.27,2170.97,369
2015,SUCRE,11993,7293,4700,4.5,999.14,428.21,1427.34,370
2015,SULLANA,317443,286693,30750,4.12,62238.26,26673.55,88911.81,371
2015,TACNA,316964,296793,20171,5.19,50143.13,21489.94,71633.07,372
2015,TAHUAMANU,13814,9819,3995,1.79,2171.15,930.49,3101.63,373
2015,TALARA,132695,130101,2594,2.72,24264.66,10399.14,34663.82,374
2015,TAMBOPATA,99405,83722,15683,2.01,12663.16,5427.06,18090.23,375
2015,TARATA,7745,5963,1782,3.56,949.31,406.84,1356.16,376
2015,TARMA,107976,68969,39007,4.46,13443.92,5761.69,19205.6,377
2015,TAYACAJA,107708,27913,79795,8.08,3979.8,1705.64,5685.43,378
2015,TOCACHE,72250,35290,36960,2.52,5954.3,2551.85,8506.15,379
2015,TRUJILLO,957010,935625,21385,5.8,185375.1,79446.47,264821.58,380
2015,TUMBES,164404,152070,12334,2.57,24058.26,10310.69,34368.94,381
2015,UCAYALI,73660,40138,33522,3.26,7425.23,3182.24,10607.49,382
2015,URUBAMBA,64520,32987,31533,3.01,5585.14,2393.63,7978.78,383
2015,UTCUBAMBA,118597,51901,66696,3.29,9754.78,4180.62,13935.41,384
2015,VICTOR FAJARDO,23383,17306,6077,4.82,2500.97,1071.86,3572.82,385
2015,VILCAS HUAMAN,23213,7118,16095,3.41,1077.19,461.66,1538.85,386
2015,VIRU,117088,90250,26838,1.34,15496.68,6641.44,22138.12,387
2015,YAROWILCA,33235,8383,24852,3.48,1332.04,570.87,1902.93,388
2015,YAULI,42170,36455,5715,4.48,6185.1,2650.76,8835.85,389
2015,YAUYOS,27459,15795,11664,14.01,2287.42,980.3,3267.76,390
2015,YUNGAY,58683,14075,44608,3.78,2988.49,1280.79,4269.3,391
2015,YUNGUYO,47396,17517,29879,2.99,2677.03,1147.3,3824.32,392
2015,ZARUMILLA,53385,48295,5090,2.29,10832.18,4642.37,15474.54,393
2016,ABANCAY,106483,68085,38398,4.14,14236.37,6101.31,20337.68,394
2016,ACOBAMBA,79752,23817,55935,3.23,3566.63,1528.55,5095.17,395
2016,ACOMAYO,27610,14508,13102,2.96,2193.89,940.24,3134.15,396
2016,AIJA,7753,2447,5306,2.1,364.96,156.41,521.37,397
2016,ALTO AMAZONAS,121304,71854,49450,3.46,15474.58,6631.97,22106.55,398
2016,AMBO,57006,19041,37965,3.77,3262.1,1398.03,4660.13,399
2016,ANDAHUAYLAS,169441,79461,89980,9.45,15739.19,6745.38,22484.53,400
2016,ANGARAES,63906,17393,46513,4.94,2639.76,1131.33,3771.09,401
2016,ANTA,56437,20046,36391,3.92,3455.61,1480.98,4936.56,402
2016,ANTABAMBA,13384,9360,4024,2.71,1260.08,540.04,1800.1,403
2016,ANTONIO RAYMONDI,16300,4173,12127,2.55,634.8,272.06,906.87,404
2016,AREQUIPA,980221,954354,25867,13.28,170266.01,72971.16,243237.16,405
2016,ASCOPE,120786,106217,14569,3.98,19115.53,8192.37,27307.89,406
2016,ASUNCIÃ“N,8750,2368,6382,0.86,369.93,158.54,528.47,407
2016,ATALAYA,53890,19286,34604,2.39,4357.28,1867.41,6224.68,408
2016,AYABACA,141115,15891,125224,4.57,2416.52,1035.66,3452.2,409
2016,AYMARAES,33072,14090,18982,7.62,2313.3,991.39,3304.71,410
2016,AZANGARO,137572,38308,99264,5.93,6051.27,2593.41,8644.66,411
2016,BAGUA,76993,36006,40987,3.49,7213.62,3091.56,10305.17,412
2016,BARRANCA,147510,125675,21835,2.98,26555.35,11380.86,37936.22,413
2016,BELLAVISTA,59894,29749,30145,3.44,6496.27,2784.13,9280.39,414
2016,BOLIVAR,16564,5644,10920,2.58,881.72,377.88,1259.59,415
2016,BOLOGNESI,33029,21268,11761,6.3,3296.42,1412.74,4709.18,416
2016,BONGARA,34147,19964,14183,6.79,3583.77,1535.89,5119.67,417
2016,CAJABAMBA,80420,19717,60703,1.59,2440.1,1045.76,3485.85,418
2016,CAJAMARCA,390846,226547,164299,5.1,43682.33,18721,62403.32,419
2016,CAJATAMBO,7754,4354,3400,2.15,680.18,291.51,971.68,420
2016,CALCA,74503,26656,47847,3.68,4457.28,1910.26,6367.53,421
2016,CALLAO,1028144,1028144,0,4.25,223586.86,95822.94,319409.76,422
2016,CAMANA,59538,48422,11116,4.02,9478.44,4062.2,13540.62,423
2016,CANAS,39491,6317,33174,3.53,1078.93,462.41,1541.33,424
2016,CANCHIS,102399,62441,39958,2.95,11636.83,4987.2,16624.02,425
2016,CANDARAVE,8045,5250,2795,2.76,883.12,378.48,1261.61,426
2016,CANGALLO,33846,11863,21983,2.57,1803.61,772.97,2576.61,427
2016,CANTA,15283,6398,8885,2.96,1054.38,451.87,1506.25,428
2016,CARABAYA,96835,38530,58305,3.9,4836.25,2072.69,6908.94,429
2016,CARAVELI,41435,25018,16417,5.78,4190.34,1795.85,5986.22,430
2016,CARHUAZ,47329,16134,31195,4.79,2704.09,1158.88,3862.97,431
2016,CARLOS FERMIN FITZCARRALD,21848,3489,18359,1.06,497.38,213.16,710.54,432
2016,CASMA,47862,33570,14292,1.97,6132.61,2628.26,8760.87,433
2016,CASTILLA,38563,22453,16110,5.74,2987.41,1280.31,4267.71,434
2016,CASTROVIRREYNA,19159,5956,13203,5.51,895.08,383.6,1278.66,435
2016,CAYLLOMA,96876,64108,32768,8.67,11394.26,4883.23,16277.52,436
2016,CAÃ‘ETE,236250,197902,38348,7.54,32416.02,13892.58,46308.61,437
2016,CELENDIN,95843,24787,71056,5.04,3048.58,1306.54,4355.13,438
2016,CHACHAPOYAS,55352,39682,15670,10.82,6836.21,2929.82,9766.05,439
2016,CHANCHAMAYO,206540,115203,91337,3.44,24115.1,10335.04,34450.13,440
2016,CHEPEN,88115,71290,16825,1.58,14011.2,6004.8,20015.98,441
2016,CHICLAYO,864220,810468,53752,11.38,171663.87,73570.23,245234.11,442
2016,CHINCHA,220019,196225,23794,4.7,35158.93,15068.12,50227.03,443
2016,CHINCHEROS,58973,19159,39814,3.93,3039.38,1302.59,4341.99,444
2016,CHOTA,164599,33476,131123,8.58,5258.67,2253.71,7512.41,445
2016,CHUCUITO,150891,46545,104346,2.42,5117.74,2193.33,7311.08,446
2016,CHUMBIVILCAS,82729,19087,63642,3.45,2773.78,1188.76,3962.51,447
2016,CHUPACA,53286,32473,20813,4.06,5937.31,2544.57,8481.86,448
2016,CHURCAMPA,44605,10328,34277,4.81,1693.68,725.84,2419.54,449
2016,CONCEPCION,56258,30043,26215,5.89,3515.76,1506.74,5022.53,450
2016,CONDESUYOS,17754,6774,10980,3.52,1120.72,480.32,1601.04,451
2016,CONDORCANQUI,55361,8296,47065,1.73,1737.74,744.74,2482.48,452
2016,CONTRALMIRANTE VILLAR,20128,16157,3971,1.17,2046.8,877.2,2924.02,453
2016,CONTUMAZA,31871,13428,18443,3.79,2582.48,1106.79,3689.26,454
2016,CORONEL PORTILLO,382057,323138,58919,4.84,79024.35,33867.57,112891.93,455
2016,CORONGO,8133,3946,4187,3.01,616.45,264.19,880.64,456
2016,COTABAMBAS,52940,14040,38900,2.62,2248.56,963.67,3212.23,457
2016,CUSCO,454563,431596,22967,4.12,91231.31,39099.14,130330.43,458
2016,CUTERVO,140458,27707,112751,6.95,6501.11,2786.2,9287.31,459
2016,DANIEL ALCIDES CARRION,54273,31027,23246,2.84,4321.5,1852.08,6173.57,460
2016,DATEM DEL MARAÃ‘ON,64944,17083,47861,3.44,3478.92,1490.96,4969.86,461
2016,DOS DE MAYO,53728,18639,35089,4.11,3226.6,1382.83,4609.41,462
2016,EL COLLAO,85659,27191,58468,1.92,3164.7,1356.3,4520.99,463
2016,EL DORADO,40999,13499,27500,2.86,2747.73,1177.6,3925.33,464
2016,ESPINAR,69475,31819,37656,3.72,7014.88,3006.38,10021.26,465
2016,FERREÃ‘AFE,107158,57006,50152,3.21,12395.14,5312.2,17707.34,466
2016,GENERAL SANCHEZ CERRO,28685,12681,16004,4.7,1966.16,842.66,2808.79,467
2016,GRAN CHIMU,31188,6597,24591,1.77,1090.86,467.51,1558.37,468
2016,GRAU,26575,10756,15819,5.82,1494.69,640.6,2135.3,469
2016,HUACAYBAMBA,22977,4150,18827,1.67,613.51,262.93,876.44,470
2016,HUALGAYOC,102765,23698,79067,1.18,2865.18,1227.94,4093.12,471
2016,HUALLAGA,25464,13666,11798,3.47,2863.9,1227.38,4091.3,472
2016,HUAMALIES,76093,20462,55631,4.77,3173.4,1360.03,4533.43,473
2016,HUAMANGA,281270,213247,68023,7.42,42925.77,18396.75,61322.54,474
2016,HUANCA SANCOS,10362,7027,3335,1.6,983.68,421.58,1405.25,475
2016,HUANCABAMBA,127027,15453,111574,3.64,2697.84,1156.21,3854.03,476
2016,HUANCANE,65629,13357,52272,2.98,1406.19,602.64,2008.84,477
2016,HUANCAVELICA,160028,66812,93216,7.82,11271.62,4830.7,16102.29,478
2016,HUANCAYO,507075,453395,53680,11.99,92609.22,39689.67,132298.89,479
2016,HUANTA,110137,50213,59924,4.22,7889.14,3381.06,11270.19,480
2016,HUANUCO,310464,189033,121431,5.18,28508.57,12217.96,40726.52,481
2016,HUARAL,192978,160165,32813,4.62,31022.45,13295.34,44317.78,482
2016,HUARAZ,168070,126537,41533,5.03,26060.67,11168.86,37229.54,483
2016,HUARI,63010,22445,40565,6.79,3522.02,1509.45,5031.44,484
2016,HUARMEY,30964,23738,7226,2.38,4315.85,1849.64,6165.49,485
2016,HUAROCHIRI,82572,56351,26221,13.73,9331.33,3999.11,13330.44,486
2016,HUAURA,221248,191227,30021,6.02,38151.56,16350.67,54502.25,487
2016,HUAYLAS,56603,18822,37781,4.65,4858.57,2082.23,6940.83,488
2016,HUAYTARA,23023,6423,16600,6.88,1003.4,430.01,1433.45,489
2016,ICA,366751,334776,31975,6.06,61829.41,26498.31,88327.76,490
2016,ILO,71352,70511,841,1.35,11655.01,4995,16650.02,491
2016,ISLAY,52489,47811,4678,2.71,8006.23,3431.24,11437.47,492
2016,JAEN,199420,104583,94837,6.31,23879.62,10234.13,34113.75,493
2016,JAUJA,83141,58151,24990,13.57,8600.62,3685.97,12286.56,494
2016,JORGE BASADRE,8896,5217,3679,1.4,882.2,378.09,1260.29,495
2016,JULCAN,30839,4457,26382,1.63,611.74,262.17,873.91,496
2016,JUNIN,25184,17832,7352,1.25,1766.65,757.14,2523.78,497
2016,LA CONVENCION,180360,55154,125206,7.44,15963.16,6841.36,22804.53,498
2016,LA MAR,88747,36499,52248,4.28,6529.78,2798.49,9328.27,499
2016,LA UNION,14422,6966,7456,4.73,1088.22,466.37,1554.62,500
2016,LAMAS,85667,40013,45654,6.38,8307.12,3560.2,11867.3,501
2016,LAMBAYEQUE,299416,147741,151675,5.35,24144.7,10347.72,34492.42,502
2016,LAMPA,51998,19988,32010,4.2,3080.8,1320.34,4401.16,503
2016,LAURICOCHA,38780,8976,29804,2.97,1357.83,581.94,1939.75,504
2016,LEONCIO PRADO,134547,79707,54840,3.65,14413.2,6177.09,20590.28,505
2016,LIMA,9031640,9017194,14446,26.11,2016032.95,864014.14,2880047.1,506
2016,LORETO,71861,29967,41894,2.91,6399.65,2742.71,9142.34,507
2016,LUCANAS,68534,40916,27618,8.69,5715.26,2449.4,8164.65,508
2016,LUYA,51899,20806,31093,11.25,3683.78,1578.74,5262.56,509
2016,MANU,24572,7760,16812,2.44,1851.49,793.5,2644.99,510
2016,MARAÃ‘Ã“N,32621,4821,27800,1.31,737.34,316,1053.36,511
2016,MARISCAL CACERES,50668,31029,19639,2.84,6053.59,2594.4,8647.98,512
2016,MARISCAL LUZURIAGA,23764,2936,20828,3.44,458.66,196.58,655.23,513
2016,MARISCAL NIETO,82296,71616,10680,2.41,11070.99,4744.72,15815.71,514
2016,MARISCAL RAMON CASTILLA,73984,22141,51843,2.16,3906.75,1674.31,5581.05,515
2016,MAYNAS,556175,450120,106055,6.51,102768.9,44043.83,146812.72,516
2016,MELGAR,77320,36048,41272,3.33,4569.1,1958.18,6527.32,517
2016,MOHO,25695,7432,18263,1.47,934.87,400.66,1335.54,518
2016,MORROPON,156234,90594,65640,4.75,16720.38,7165.88,23886.26,519
2016,MOYOBAMBA,151022,90004,61018,3.35,17153.91,7351.68,24505.59,520
2016,NASCA  ,59034,52122,6912,2.42,9505.88,4073.95,13579.82,521
2016,OCROS,10920,6330,4590,4.38,1001.79,429.33,1431.13,522
2016,OTUZCO,92050,22344,69706,4.45,4013.63,1720.14,5733.76,523
2016,OXAPAMPA,94700,34214,60486,4.09,6026.8,2582.93,8609.74,524
2016,OYON,22993,14846,8147,2.71,2734.41,1171.89,3906.31,525
2016,PACASMAYO,104999,97422,7577,2.13,16072.2,6888.09,22960.28,526
2016,PACHITEA,76227,10348,65879,1.69,1668.49,715.07,2383.54,527
2016,PADRE ABAD,60055,30928,29127,2.96,6849.62,2935.55,9785.17,528
2016,PAITA,131537,126501,5036,3.05,23056.35,9881.28,32937.64,529
2016,PALLASCA,30635,15898,14737,4.91,2600.81,1114.64,3715.46,530
2016,PALPA,12247,8236,4011,2.13,1249.17,535.36,1784.52,531
2016,PARINACOCHAS,33405,18382,15023,3.42,2833.76,1214.46,4048.23,532
2016,PARURO,30637,10259,20378,3.49,1451.09,621.89,2072.96,533
2016,PASCO,157603,116890,40713,4.57,15947.44,6834.64,22782.07,534
2016,PATAZ,89020,23948,65072,5.59,4033,1728.41,5761.42,535
2016,PAUCAR DEL SARA SARA,11038,7297,3741,4.5,1295.35,555.16,1850.53,536
2016,PAUCARTAMBO,51338,9542,41796,2.7,1555.6,666.68,2222.29,537
2016,PICOTA,45212,26833,18379,6,6092.37,2610.99,8703.37,538
2016,PISCO,136868,119124,17744,4.32,22784.77,9764.92,32549.67,539
2016,PIURA,773200,662854,110346,5.11,133248.06,57106.3,190354.38,540
2016,POMABAMBA,29469,6598,22871,1.72,1025.32,439.42,1464.75,541
2016,PUERTO INCA,31729,5980,25749,2.86,1226.38,525.59,1751.97,542
2016,PUNO,250350,153780,96570,6.4,29982.72,12849.74,42832.47,543
2016,PURUS,4541,1517,3024,0.58,320.04,137.16,457.2,544
2016,PUTUMAYO   ,12014,4461,7553,2.05,785.17,336.5,1121.67,545
2016,QUISPICANCHI,89856,30834,59022,5.15,4667.91,2000.51,6668.42,546
2016,RECUAY,19343,10886,8457,4.28,1558.18,667.8,2225.99,547
2016,REQUENA,74628,43096,31532,6.44,9728.41,4169.3,13897.74,548
2016,RIOJA,130567,91829,38738,4.4,17833.87,7643.1,25476.98,549
2016,RODRIGUEZ DE MENDOZA,31354,9338,22016,6.86,1839.62,788.4,2628.03,550
2016,SAN ANTONIO DE PUTINA,70311,48362,21949,2.03,7358.99,3153.86,10512.86,551
2016,SAN IGNACIO,148955,23332,125623,3.74,4369.07,1872.46,6241.52,552
2016,SAN MARCOS,54563,12556,42007,3.13,2395.17,1026.5,3421.68,553
2016,SAN MARTIN,190026,173130,16896,7.58,34739.32,14888.29,49627.61,554
2016,SAN MIGUEL,55588,9027,46561,5.7,1459.73,625.59,2085.32,555
2016,SAN PABLO,23255,3643,19612,1.7,553.67,237.29,790.98,556
2016,SAN ROMAN,297663,275720,21943,1.76,42461.64,18197.84,60659.5,557
2016,SANCHEZ CARRION,156068,43400,112668,3.6,10043.62,4304.38,14348.01,558
2016,SANDIA,71754,19115,52639,4.75,3224.84,1382.09,4606.93,559
2016,SANTA,441448,415216,26232,4.69,84309.74,36132.75,120442.49,560
2016,SANTA CRUZ,45200,10153,35047,4.81,1756.89,752.96,2509.82,561
2016,SANTIAGO DE CHUCO,61824,21314,40510,4.21,5229.62,2241.28,7470.87,562
2016,SATIPO,279718,74266,205452,4.53,15045.15,6447.92,21493.08,563
2016,SECHURA,76645,72135,4510,2.33,10958.44,4696.48,15654.92,564
2016,SIHUAS,30460,7963,22497,4.48,1519.01,651,2170,565
2016,SUCRE,11993,7294,4699,4.55,1029.48,441.21,1470.67,566
2016,SULLANA,319736,288646,31090,3.81,62010.29,26575.84,88586.12,567
2016,TACNA,321351,300956,20395,4.77,48734.61,20886.26,69620.88,568
2016,TAHUAMANU,14149,10061,4088,1.7,2008.31,860.7,2869.01,569
2016,TALARA,133123,130526,2597,2.89,24311.72,10419.3,34731.03,570
2016,TAMBOPATA,101787,85785,16002,1.76,15614.09,6691.75,22305.84,571
2016,TARATA,7721,5941,1780,3.4,799.61,342.69,1142.31,572
2016,TARMA,107799,68788,39011,4.05,14033.24,6014.24,20047.46,573
2016,TAYACAJA,108083,27368,80715,7.61,3794.23,1626.11,5420.34,574
2016,TOCACHE,72364,35239,37125,2.89,7412.37,3176.74,10589.1,575
2016,TRUJILLO,971105,949543,21562,5.62,176786.82,75765.77,252552.6,576
2016,TUMBES,166150,153740,12410,2.57,24132.77,10342.62,34475.41,577
2016,UCAYALI,74454,40565,33889,3.26,7509.71,3218.45,10728.16,578
2016,URUBAMBA,64973,33253,31720,2.89,5486.95,2351.55,7838.49,579
2016,UTCUBAMBA,118792,52034,66758,3.48,10803.51,4630.08,15433.57,580
2016,VICTOR FAJARDO,23532,17435,6097,4.47,2169.74,929.88,3099.61,581
2016,VILCAS HUAMAN,23288,7126,16162,3.46,1137.05,487.32,1624.37,582
2016,VIRU,119847,92378,27469,1.26,14093.82,6040.21,20134.03,583
2016,YAROWILCA,33055,8351,24704,3.85,1523.15,652.77,2175.96,584
2016,YAULI,41381,35705,5676,4.23,4877.98,2090.57,6968.58,585
2016,YAUYOS,27436,15780,11656,13.98,2274.57,974.81,3249.42,586
2016,YUNGAY,58949,14139,44810,3.78,3002.99,1286.99,4289.99,587
2016,YUNGUYO,47421,17541,29880,2.99,2669.53,1144.1,3813.62,588
2016,ZARUMILLA,54312,49130,5182,2.06,10264.54,4399.09,14663.63,589
2017,ABANCAY,106753,68328,38425,4.1,14275.05,6117.88,20392.93,590
2017,ACOBAMBA,80849,24124,56725,3.23,3611.93,1547.98,5159.92,591
2017,ACOMAYO,27530,14459,13071,2.97,2205.05,945.04,3150.09,592
2017,AIJA,7719,2436,5283,2.1,363.41,155.76,519.17,593
2017,ALTO AMAZONAS,122343,72434,49909,3.45,15567.63,6671.84,22239.47,594
2017,AMBO,56712,18929,37783,3.74,3226.26,1382.68,4608.94,595
2017,ANDAHUAYLAS,170725,80373,90352,9.39,15836.85,6787.23,22624.09,596
2017,ANGARAES,64545,17542,47003,4.89,2625.93,1125.41,3751.31,597
2017,ANTA,56571,20088,36483,3.92,3459.44,1482.61,4942.08,598
2017,ANTABAMBA,13369,9346,4023,2.71,1258.33,539.29,1797.61,599
2017,ANTONIO RAYMONDI,16201,4139,12062,2.55,629.62,269.84,899.47,600
2017,AREQUIPA,991218,964885,26333,13.05,172050.16,73735.75,245785.92,601
2017,ASCOPE,121266,106638,14628,3.99,19217.84,8236.21,27454.06,602
2017,ASUNCIÃ“N,8707,2368,6339,0.86,369.93,158.54,528.47,603
2017,ATALAYA,54629,19555,35074,2.39,4418.04,1893.44,6311.49,604
2017,AYABACA,141469,15913,125556,4.65,2455.4,1052.32,3507.73,605
2017,AYMARAES,33146,14127,19019,7.61,2315.99,992.56,3308.59,606
2017,AZANGARO,138382,38527,99855,5.78,6042.64,2589.7,8632.33,607
2017,BAGUA,77053,36039,41014,3.42,7211.22,3090.52,10301.74,608
2017,BARRANCA,148801,126757,22044,2.98,26780.21,11477.23,38257.43,609
2017,BELLAVISTA,60821,30080,30741,3.17,5976.85,2561.51,8538.36,610
2017,BOLIVAR,16553,5632,10921,2.57,876.59,375.69,1252.28,611
2017,BOLOGNESI,33181,21386,11795,5.9,2608.13,1117.77,3725.91,612
2017,BONGARA,34334,20270,14064,6.81,3688.63,1580.83,5269.48,613
2017,CAJABAMBA,80555,19752,60803,1.53,2396.4,1027.03,3423.44,614
2017,CAJAMARCA,393120,228146,164974,5.03,43986.36,18851.31,62837.67,615
2017,CAJATAMBO,7681,4285,3396,2.15,669.4,286.88,956.29,616
2017,CALCA,74797,26784,48013,3.68,4478.74,1919.45,6398.2,617
2017,CALLAO,1042496,1042496,0,4.21,228384.54,97879.08,326263.62,618
2017,CAMANA,60128,48663,11465,4.01,9501.28,4071.99,13573.26,619
2017,CANAS,39689,6362,33327,3.38,1023.92,438.81,1462.7,620
2017,CANCHIS,102643,62621,40022,2.9,11615.52,4978.09,16593.61,621
2017,CANDARAVE,7995,5219,2776,2.76,876.97,375.84,1252.79,622
2017,CANGALLO,33905,11888,22017,3.39,2878.46,1233.62,4112.08,623
2017,CANTA,15447,6469,8978,2.96,1066.25,456.97,1523.23,624
2017,CARABAYA,98296,39097,59199,3.52,4224.71,1810.59,6035.31,625
2017,CARAVELI,41972,25164,16808,5.56,3956.76,1695.74,5652.53,626
2017,CARHUAZ,47554,16219,31335,4.71,2679.06,1148.17,3827.24,627
2017,CARLOS FERMIN FITZCARRALD,21863,3492,18371,1.02,490.53,210.22,700.76,628
2017,CASMA,48236,33865,14371,1.97,6186.69,2651.44,8838.13,629
2017,CASTILLA,38459,22444,16015,5.54,2997.93,1284.83,4282.8,630
2017,CASTROVIRREYNA,19150,5947,13203,5.51,893.64,383,1276.67,631
2017,CAYLLOMA,99582,65861,33721,8.67,11731.13,5027.62,16758.73,632
2017,CAÃ‘ETE,239386,200496,38890,7.54,32840.49,14074.48,46914.96,633
2017,CELENDIN,96003,24858,71145,4.92,3047.05,1305.86,4352.91,634
2017,CHACHAPOYAS,55476,39832,15644,10.88,6878.15,2947.77,9825.94,635
2017,CHANCHAMAYO,209362,116682,92680,3.35,24554.82,10523.5,35078.32,636
2017,CHEPEN,89225,72142,17083,1.53,13851.73,5936.46,19788.19,637
2017,CHICLAYO,870930,816931,53999,11.4,175201,75086.17,250287.13,638
2017,CHINCHA,222338,198342,23996,4.69,35431.04,15184.73,50615.78,639
2017,CHINCHEROS,59246,19258,39988,4.04,3089.47,1324.08,4413.54,640
2017,CHOTA,164502,33474,131028,8.58,5258.11,2253.46,7511.59,641
2017,CHUCUITO,151552,46803,104749,2.32,4877.3,2090.29,6967.58,642
2017,CHUMBIVILCAS,83036,19170,63866,3.44,2780.77,1191.75,3972.52,643
2017,CHUPACA,53494,32617,20877,4,5632.5,2413.93,8046.41,644
2017,CHURCAMPA,44628,10332,34296,4.6,1507.26,645.96,2153.25,645
2017,CONCEPCION,56015,30026,25989,6,4388.53,1880.81,6269.31,646
2017,CONDESUYOS,17570,6645,10925,3.52,1100.61,471.68,1572.29,647
2017,CONDORCANQUI,55704,8347,47357,1.73,1748.42,749.32,2497.73,648
2017,CONTRALMIRANTE VILLAR,20348,16364,3984,1.17,2072.74,888.32,2961.07,649
2017,CONTUMAZA,31836,13406,18430,3.79,2578.02,1104.87,3682.91,650
2017,CORONEL PORTILLO,386142,326623,59519,4.84,79876.69,34232.85,114109.55,651
2017,CORONGO,8102,3921,4181,3.01,612.55,262.52,875.05,652
2017,COTABAMBAS,53114,14090,39024,2.44,2109.42,904.04,3013.46,653
2017,CUSCO,458870,435597,23273,4.42,100075.18,42889.36,142964.54,654
2017,CUTERVO,140312,27698,112614,6.95,6501.28,2786.27,9287.57,655
2017,DANIEL ALCIDES CARRION,54899,31383,23516,2.89,4447.97,1906.28,6354.24,656
2017,DATEM DEL MARAÃ‘ON,65792,17296,48496,3.43,3492.79,1496.91,4989.7,657
2017,DOS DE MAYO,54119,18756,35363,4.11,3245.27,1390.82,4636.1,658
2017,EL COLLAO,86288,27365,58923,1.93,3272.68,1402.58,4675.25,659
2017,EL DORADO,41639,13615,28024,2.86,2772.16,1188.06,3960.21,660
2017,ESPINAR,69793,32050,37743,3.78,6112.35,2619.58,8731.9,661
2017,FERREÃ‘AFE,107699,57263,50436,3.28,14775.34,6332.29,21107.62,662
2017,GENERAL SANCHEZ CERRO,29039,12841,16198,4.95,2107,903.01,3010.02,663
2017,GRAN CHIMU,31268,6604,24664,1.77,1092.11,468.06,1560.17,664
2017,GRAU,26438,10716,15722,5.84,1507.48,646.07,2153.52,665
2017,HUACAYBAMBA,23104,4170,18934,1.67,616.64,264.27,880.9,666
2017,HUALGAYOC,103134,23796,79338,1.15,2927.74,1254.75,4182.49,667
2017,HUALLAGA,25598,13725,11873,3.47,2876.4,1232.73,4109.13,668
2017,HUAMALIES,76662,20559,56103,4.77,3187.56,1366.1,4553.65,669
2017,HUAMANGA,285334,216470,68864,7.56,47515.68,20363.86,67879.52,670
