PERIODO,PROVINCIA,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,ORDEN
2017,HUANCA SANCOS,10385,7042,3343,1.6,985.83,422.5,1408.34,671
2017,HUANCABAMBA,127370,15498,111872,3.81,2769.79,1187.06,3956.85,672
2017,HUANCANE,66441,13526,52915,3,1432.03,613.73,2045.77,673
2017,HUANCAVELICA,161436,67385,94051,7.82,11366.86,4871.5,16238.35,674
2017,HUANCAYO,511035,457362,53673,11.29,96465.28,41342.24,137807.5,675
2017,HUANTA,111716,50872,60844,4.78,9810.51,4204.51,14015.01,676
2017,HUANUCO,313232,190720,122512,5.35,28961.7,12412.15,41373.87,677
2017,HUARAL,195491,162275,33216,4.86,30871.77,13230.75,44102.53,678
2017,HUARAZ,169477,127732,41745,4.89,23319.59,9994.12,33313.72,679
2017,HUARI,62965,22428,40537,6.46,3474.65,1489.13,4963.75,680
2017,HUARMEY,31178,23924,7254,2.42,4635.42,1986.61,6622.02,681
2017,HUAROCHIRI,83461,56995,26466,14.08,9675.09,4146.47,13821.56,682
2017,HUAURA,223468,193160,30308,6,38252.62,16393.98,54646.61,683
2017,HUAYLAS,56775,18909,37866,4.65,4886.69,2094.31,6980.97,684
2017,HUAYTARA,23025,6411,16614,6.78,974.26,417.56,1391.84,685
2017,ICA,370775,338437,32338,5.87,61784.7,26479.14,88263.85,686
2017,ILO,72007,71157,850,1.23,11617.28,4978.83,16596.12,687
2017,ISLAY,52353,47717,4636,2.77,8138.95,3488.13,11627.08,688
2017,JAEN,199773,104968,94805,5.92,22692.58,9725.39,32417.98,689
2017,JAUJA,82483,57736,24747,13.56,8526.97,3654.42,12181.42,690
2017,JORGE BASADRE,8761,5113,3648,1.4,864.72,370.59,1235.32,691
2017,JULCAN,30588,4419,26169,1.63,606.44,259.9,866.33,692
2017,JUNIN,24695,17525,7170,1.57,2963.02,1269.87,4232.89,693
2017,LA CONVENCION,180859,55399,125460,6.73,11990.81,5138.93,17129.71,694
2017,LA MAR,89534,36830,52704,4.23,6461,2768.99,9230,695
2017,LA UNION,14246,6880,7366,4.73,1074.79,460.63,1535.4,696
2017,LAMAS,86402,40288,46114,6.43,8884.7,3807.72,12692.42,697
2017,LAMBAYEQUE,302159,149265,152894,5.2,23799.37,10199.74,33999.09,698
2017,LAMPA,52500,20168,32332,3.86,2762.83,1184.06,3946.9,699
2017,LAURICOCHA,38880,9008,29872,2.97,1363.77,584.46,1948.23,700
2017,LEONCIO PRADO,135628,80347,55281,4.32,13951.22,5979.1,19930.31,701
2017,LIMA,9174855,9160035,14820,26.27,2027174.72,868789.16,2895963.82,702
2017,LORETO,72464,30199,42265,2.88,6422.58,2752.53,9175.11,703
2017,LUCANAS,69066,41296,27770,8.5,5786.66,2480,8266.66,704
2017,LUYA,51940,20812,31128,11.35,3754.98,1609.25,5364.25,705
2017,MANU,25046,7844,17202,2.44,1869.58,801.24,2670.83,706
2017,MARAÃ‘Ã“N,33122,4888,28234,1.31,750.86,321.8,1072.65,707
2017,MARISCAL CACERES,50727,31032,19695,2.84,6054.49,2594.78,8649.27,708
2017,MARISCAL LUZURIAGA,23773,2934,20839,3.44,458.36,196.43,654.79,709
2017,MARISCAL NIETO,83141,72407,10734,2.36,11165.43,4785.18,15950.62,710
2017,MARISCAL RAMON CASTILLA,75013,22445,52568,2.18,3979.55,1705.53,5685.06,711
2017,MAYNAS,560767,453915,106852,6.35,95061.33,40740.57,135801.91,712
2017,MELGAR,77697,36141,41556,3.52,4718.95,2022.42,6741.34,713
2017,MOHO,25920,7487,18433,1.47,942.82,404.07,1346.89,714
2017,MORROPON,156573,90723,65850,4.71,16669.55,7144.09,23813.63,715
2017,MOYOBAMBA,153846,91706,62140,3.36,17550.24,7521.53,25071.77,716
2017,NASCA  ,59286,52376,6910,2.59,10388.29,4452.12,14840.4,717
2017,OCROS,11036,6392,4644,4.38,1011.71,433.61,1445.32,718
2017,OTUZCO,92388,22465,69923,4.45,4036.73,1730.03,5766.76,719
2017,OXAPAMPA,95942,34566,61376,4.23,6268.14,2686.35,8954.48,720
2017,OYON,23208,14987,8221,2.8,2846.94,1220.12,4067.07,721
2017,PACASMAYO,106019,98375,7644,2.13,16225.68,6953.87,23179.54,722
2017,PACHITEA,77320,10495,66825,1.69,1694.32,726.14,2420.47,723
2017,PADRE ABAD,60774,31272,29502,2.73,6612.52,2833.94,9446.46,724
2017,PAITA,133161,128090,5071,3.01,23302.24,9986.67,33288.89,725
2017,PALLASCA,30698,15936,14762,4.5,2325.71,996.72,3322.41,726
2017,PALPA,12219,8225,3994,2.13,1247.42,534.61,1782.05,727
2017,PARINACOCHAS,33567,18461,15106,3.5,2938.07,1259.19,4197.26,728
2017,PARURO,30771,10324,20447,3.49,1458.8,625.19,2083.99,729
2017,PASCO,157882,116752,41130,4.67,16858.33,7225,24083.35,730
2017,PATAZ,90008,24183,65825,5.55,4066.16,1742.64,5808.77,731
2017,PAUCAR DEL SARA SARA,11087,7326,3761,3.89,968.71,415.16,1383.9,732
2017,PAUCARTAMBO,51605,9603,42002,2.7,1565.29,670.83,2236.14,733
2017,PICOTA,45881,27176,18705,5.46,5072.27,2173.84,7246.08,734
2017,PISCO,137992,120060,17932,4.32,22952.82,9836.92,32789.7,735
2017,PIURA,781385,669706,111679,5.13,135728.83,58169.51,193898.33,736
2017,POMABAMBA,29560,6632,22928,1.66,930.58,398.82,1329.41,737
2017,PUERTO INCA,31491,5917,25574,2.86,1213.76,520.18,1733.93,738
2017,PUNO,252348,155551,96797,6.4,30336.89,13001.52,43338.4,739
2017,PURUS,4600,1537,3063,0.58,324.26,138.97,463.23,740
2017,PUTUMAYO   ,12159,4502,7657,2.05,792.23,339.52,1131.76,741
2017,QUISPICANCHI,90184,30965,59219,4.3,4076.58,1747.1,5823.69,742
2017,RECUAY,19339,10875,8464,4.4,1693.94,725.96,2419.92,743
2017,REQUENA,75191,43447,31744,6.44,9808.17,4203.51,14011.65,744
2017,RIOJA,132735,93294,39441,4.29,17673.74,7574.45,25248.17,745
2017,RODRIGUEZ DE MENDOZA,31489,9362,22127,6.86,1844.09,790.32,2634.4,746
2017,SAN ANTONIO DE PUTINA,71385,49109,22276,2.03,7473.95,3203.12,10677.08,747
2017,SAN IGNACIO,149452,23410,126042,3.74,4384.01,1878.85,6262.86,748
2017,SAN MARCOS,54628,12578,42050,3.05,2385.67,1022.43,3408.09,749
2017,SAN MARTIN,192696,175673,17023,7.58,35266.57,15114.25,50380.82,750
2017,SAN MIGUEL,55458,9008,46450,5.31,1406.11,602.61,2008.72,751
2017,SAN PABLO,23218,3639,19579,1.78,641.73,275.04,916.76,752
2017,SAN ROMAN,301632,279587,22045,2.01,51237.01,21958.71,73195.73,753
2017,SANCHEZ CARRION,157912,44013,113899,3.6,10190.02,4367.15,14557.18,754
2017,SANDIA,73013,19444,53569,4.75,3278.75,1405.17,4683.93,755
2017,SANTA,444526,418296,26230,4.69,84881.96,36377.97,121259.94,756
2017,SANTA CRUZ,45181,10180,35001,4.81,1762.08,755.19,2517.29,757
2017,SANTIAGO DE CHUCO,62176,21448,40728,4.23,5276.47,2261.35,7537.84,758
2017,SATIPO,284848,75610,209238,4.79,15412.44,6605.33,22017.77,759
2017,SECHURA,77633,73056,4577,2.34,11152.03,4779.44,15931.47,760
2017,SIHUAS,30393,7949,22444,4.48,1517.14,650.2,2167.36,761
2017,SUCRE,11992,7290,4702,4.55,1028.32,440.73,1469.05,762
2017,SULLANA,321887,290586,31301,4.07,62672.91,26859.83,89532.75,763
2017,TACNA,325652,305030,20622,5.33,49333.22,21142.81,70476.03,764
2017,TAHUAMANU,14483,10300,4183,1.18,1769.98,758.55,2528.54,765
2017,TALARA,133547,130945,2602,2.9,24202.4,10372.45,34574.85,766
2017,TAMBOPATA,104158,87835,16323,1.76,15990.04,6852.88,22842.93,767
2017,TARATA,7697,5916,1781,3.4,797.17,341.65,1138.81,768
2017,TARMA,107621,74987,32634,4.08,15568.61,6672.26,22240.87,769
2017,TAYACAJA,108451,27468,80983,7.74,3800.19,1628.67,5428.83,770
2017,TOCACHE,72477,35189,37288,2.98,7960.2,3411.51,11371.72,771
2017,TRUJILLO,985275,963532,21743,5.65,181538.02,77802,259340.03,772
2017,TUMBES,167818,155334,12484,2.7,24928.98,10683.85,35612.82,773
2017,UCAYALI,75217,40976,34241,3.26,7586.35,3251.3,10837.66,774
2017,URUBAMBA,65410,33507,31903,3.21,5905.28,2530.83,8436.1,775
2017,UTCUBAMBA,118956,52142,66814,3.57,10877.9,4661.96,15539.85,776
2017,VICTOR FAJARDO,23680,17561,6119,4.5,2194.93,940.68,3135.64,777
2017,VILCAS HUAMAN,23362,7132,16230,3.46,1138.12,487.76,1625.89,778
2017,VIRU,122623,94520,28103,1.31,15391.82,6596.49,21988.3,779
2017,YAROWILCA,32864,8314,24550,3.48,1320.99,566.15,1887.14,780
2017,YAULI,40588,34945,5643,4.11,4755.82,2038.21,6794.01,781
2017,YAUYOS,27415,15762,11653,13.98,2269.43,972.64,3242.01,782
2017,YUNGAY,59207,14195,45012,3.78,3015.93,1292.54,4308.45,783
2017,YUNGUYO,47476,17573,29903,2.7,2141.78,917.91,3059.68,784
2017,ZARUMILLA,55196,49922,5274,2.06,10436.4,4472.74,14909.16,785
2018,ABANCAY,116229,88074,28155,4.12,19473.33,8345.72,27819.04,786
2018,ACOBAMBA,38497,17162,21337,3.45,2775.55,1189.52,3965.05,787
2018,ACOMAYO,24358,16128,8230,2.95,2511.29,1076.26,3587.56,788
2018,AIJA,6506,2271,4233,2.06,332.11,142.34,474.45,789
2018,ALTO AMAZONAS,140586,96489,44098,3.37,21244.8,9104.91,30349.72,790
2018,AMBO,53734,26358,27376,3.34,4260.35,1825.86,6086.22,791
2018,ANDAHUAYLAS,148857,83580,65275,9.38,16249.51,6964.08,23213.65,792
2018,ANGARAES,51684,20583,31101,4.92,3148.61,1349.42,4498.01,793
2018,ANTA,61958,28968,32989,3.93,5112.66,2191.15,7303.81,794
2018,ANTABAMBA,11737,9097,2641,2.69,1224.82,524.92,1749.74,795
2018,ANTONIO RAYMONDI,14073,5479,8595,2.26,663.05,284.16,947.21,796
2018,AREQUIPA,1169703,1155180,14522,13.17,204830.51,87784.52,292615.01,797
2018,ASCOPE,119718,108813,10904,4.14,21371.82,9159.35,30531.17,798
2018,ASUNCIÃ“N,7739,2295,5445,0.84,351.73,150.74,502.47,799
2018,ATALAYA,59079,25310,33769,2.33,5680.14,2434.35,8114.49,800
2018,AYABACA,126375,20485,105889,4.49,3169.97,1358.56,4528.52,801
2018,AYMARAES,24965,12532,12434,7.46,2031.6,870.66,2902.27,802
2018,AZANGARO,113584,42146,71438,5.88,7236.66,3101.44,10338.14,803
2018,BAGUA,82728,42031,40697,3.16,8197.2,3513.09,11710.29,804
2018,BARRANCA,157548,142214,15332,2.72,28274.25,12117.54,40391.79,805
2018,BELLAVISTA,59220,36741,22479,2.95,7123.38,3052.89,10176.27,806
2018,BOLIVAR,15690,5856,9832,2.52,897.81,384.78,1282.58,807
2018,BOLOGNESI,24393,17675,6719,5.85,2052.45,879.6,2932.09,808
2018,BONGARA,26821,16387,10436,6.79,3099.65,1328.43,4428.08,809
2018,CAJABAMBA,80933,23799,57133,1.56,2943.8,1261.64,4205.42,810
2018,CAJAMARCA,374044,230672,143373,6.67,45104.4,19330.47,64434.88,811
2018,CAJATAMBO,6944,4528,2416,2.1,694.18,297.5,991.69,812
2018,CALCA,70591,34687,35904,3.64,5668.13,2429.21,8097.33,813
2018,CALLAO,1064605,1064605,0,4.21,232353.24,99579.96,331933.21,814
2018,CAMANA,62534,52862,9671,3.89,9865.06,4227.88,14092.95,815
2018,CANAS,35088,9314,25774,3.35,1293.69,554.43,1848.13,816
2018,CANCHIS,104956,70639,34320,5.1,14988.09,6423.46,21411.55,817
2018,CANDARAVE,6287,5128,1160,2.21,601.14,257.63,858.78,818
2018,CANGALLO,32422,11801,20620,2.47,1755.83,752.5,2508.33,819
2018,CANTA,12518,9437,3080,2.65,1216.41,521.32,1737.72,820
2018,CARABAYA,77435,38646,38786,4.27,5938.63,2545.13,8483.78,821
2018,CARAVELI,44117,34193,9926,5.82,5697.54,2441.82,8139.37,822
2018,CARHUAZ,48370,21717,26653,4.62,3489.72,1495.6,4985.29,823
2018,CARLOS FERMIN FITZCARRALD,18524,5792,12732,1.25,873.92,374.54,1248.46,824
2018,CASMA,54156,42676,11478,1.88,7674.91,3289.26,10964.16,825
2018,CASTILLA,36353,27144,9206,6,4353.67,1865.86,6219.53,826
2018,CASTROVIRREYNA,14459,5630,8828,5.13,804.13,344.62,1148.74,827
2018,CAYLLOMA,97591,80595,16998,8.53,14901.92,6386.55,21288.44,828
2018,CAÃ‘ETE,257904,234509,23395,7.58,39422.55,16895.39,56317.94,829
2018,CELENDIN,83485,26678,56810,4.93,3276.84,1404.35,4681.19,830
2018,CHACHAPOYAS,61274,49670,11602,10.56,7084.42,3036.18,10120.59,831
2018,CHANCHAMAYO,165342,111895,53447,3.3,22820.81,9780.34,32601.19,832
2018,CHEPEN,83062,72658,10405,1.49,13299.61,5699.84,18999.45,833
2018,CHICLAYO,830614,786024,44592,10.78,161914.44,69391.92,231306.35,834
2018,CHINCHA,245680,228583,17095,4.68,40593.85,17397.35,57991.2,835
2018,CHINCHEROS,46762,20932,25830,4.62,3205.53,1373.79,4579.31,836
2018,CHOTA,150970,41889,109082,7.96,5880.18,2520.07,8400.25,837
2018,CHUCUITO,91149,26211,64938,2.7,3224.97,1382.13,4607.1,838
2018,CHUMBIVILCAS,70624,23949,46674,3.43,3259.51,1396.94,4656.43,839
2018,CHUPACA,56253,38814,17436,3.55,6361.45,2726.32,9087.79,840
2018,CHURCAMPA,33530,10935,22596,4.54,1664.28,713.27,2377.55,841
2018,CONCEPCION,58604,37498,21109,6.08,5988.4,2566.47,8554.85,842
2018,CONDESUYOS,17284,7096,10190,3.44,1136.88,487.24,1624.12,843
2018,CONDORCANQUI,50131,7847,42284,1.67,1603.67,687.3,2290.96,844
2018,CONTRALMIRANTE VILLAR,22443,18464,3980,1.16,2343.85,1004.5,3348.36,845
2018,CONTUMAZA,29218,12802,16415,3.57,2189.97,938.56,3128.52,846
2018,CORONEL PORTILLO,426417,379033,47384,4.66,85422.69,36609.73,122032.43,847
2018,CORONGO,7914,4801,3113,2.94,736.19,315.51,1051.71,848
2018,COTABAMBAS,53611,20494,33117,2.57,3225.16,1382.22,4607.37,849
2018,CUSCO,490699,475894,14803,3.67,87759.31,37611.13,125370.43,850
2018,CUTERVO,124095,32886,91206,6.62,7454.73,3194.89,10649.61,851
2018,DANIEL ALCIDES CARRION,46205,21998,24208,3.07,3230.42,1384.46,4614.9,852
2018,DATEM DEL MARAÃ‘ON,57401,20138,37262,3.91,6280.9,2691.82,8972.72,853
2018,DOS DE MAYO,34118,16886,17233,4.04,2958.2,1267.79,4226,854
2018,EL COLLAO,67058,26093,40965,2,3167.27,1357.4,4524.66,855
2018,EL DORADO,41603,20261,21343,2.74,4014.4,1720.46,5734.86,856
2018,ESPINAR,62158,39117,23041,3.43,7295.97,3126.84,10422.82,857
2018,FERREÃ‘AFE,103481,62475,41003,3.18,13563.61,5812.98,19376.58,858
2018,GENERAL SANCHEZ CERRO,15359,8556,6804,4.63,1320.05,565.72,1885.78,859
2018,GRAN CHIMU,27879,7536,20342,1.72,1223.89,524.53,1748.43,860
2018,GRAU,21986,10206,11778,5.71,1368.94,586.69,1955.62,861
2018,HUACAYBAMBA,16837,4219,12619,1.64,610.62,261.69,872.32,862
2018,HUALGAYOC,83568,21547,62023,1.17,2690.02,1152.87,3842.89,863
2018,HUALLAGA,29334,17119,12216,3.32,3491.07,1496.18,4987.23,864
2018,HUAMALIES,53780,24570,29205,4.87,4102.6,1758.25,5860.83,865
2018,HUAMANGA,299242,241230,58014,7.41,54098.66,23185.13,77283.82,866
2018,HUANCA SANCOS,8507,6441,2067,1.52,871.25,373.39,1244.65,867
2018,HUANCABAMBA,116789,21316,95473,3.56,3614.9,1549.25,5164.15,868
2018,HUANCANE,59316,14784,44532,2.97,1618.08,693.46,2311.57,869
2018,HUANCAVELICA,118851,72485,46364,7.86,12533.94,5371.69,17905.63,870
2018,HUANCAYO,571435,537660,33773,11.71,103799.08,44485.3,148284.39,871
2018,HUANTA,95873,56119,39757,5.34,10868.29,4657.85,15526.12,872
2018,HUANUCO,311016,230725,80292,5.59,37633.15,16128.48,53761.65,873
2018,HUARAL,201459,181832,19623,5.22,34517.82,14793.34,49311.18,874
2018,HUARAZ,177042,139466,37574,5.05,25702.85,11015.51,36718.38,875
2018,HUARI,62156,24809,37341,6.61,3894.04,1668.86,5562.91,876
2018,HUARMEY,31791,25621,6170,2.35,4726.7,2025.73,6752.43,877
2018,HUAROCHIRI,62371,45655,16711,13.66,7544.89,3233.53,10778.42,878
2018,HUAURA,248649,226518,22131,5.81,44038.55,18873.66,62912.22,879
2018,HUAYLAS,55239,20743,34495,4.56,5287.62,2266.11,7553.73,880
2018,HUAYTARA,17970,6480,11489,7.33,1260.16,540.06,1800.2,881
2018,ICA,416303,392745,23561,6.67,73308.36,31417.87,104726.2,882
2018,ILO,79200,78770,429,1.22,12816.21,5492.66,18308.9,883
2018,ISLAY,56227,54466,1762,2.8,9498.35,4070.73,13569.08,884
2018,JAEN,198480,112040,86440,6.11,24574.26,10531.83,35106.06,885
2018,JAUJA,87838,69058,18783,13.64,10727.03,4597.3,15324.36,886
2018,JORGE BASADRE,12010,9049,2961,1.44,1641.29,703.41,2344.69,887
2018,JULCAN,30508,5706,24802,1.68,874.66,374.85,1249.52,888
2018,JUNIN,23360,18424,4937,1.05,1623.36,695.72,2319.09,889
2018,LA CONVENCION,167670,74277,93393,7.22,15148.28,6492.11,21640.37,890
2018,LA MAR,75526,37969,37559,5.29,6758.63,2896.55,9655.18,891
2018,LA UNION,13552,8018,5533,4.62,1229.31,526.84,1756.17,892
2018,LAMAS,87365,50842,36524,6.39,11114.53,4763.37,15877.89,893
2018,LAMBAYEQUE,322241,166322,155918,5.51,28286.87,12122.94,40409.8,894
2018,LAMPA,42667,18606,24060,4.1,2645.58,1133.8,3779.41,895
2018,LAURICOCHA,18807,7817,10991,2.81,1092.73,468.32,1561.04,896
2018,LEONCIO PRADO,135316,97653,37663,4.9,16839.94,7217.1,24057.03,897
2018,LIMA,9332751,9324370,8380,26.33,2052963.24,879841.38,2932804.66,898
2018,LORETO,69182,31225,37956,2.79,6581.92,2820.82,9402.75,899
2018,LUCANAS,52848,36338,16509,8.51,5270.53,2258.8,7529.33,900
2018,LUYA,47728,20617,27113,11.03,3769.2,1615.37,5384.58,901
2018,MANU,21527,12034,9495,2.31,2925.26,1253.69,4178.95,902
2018,MARAÃ‘Ã“N,28923,11168,17757,2.11,1561.1,669.05,2230.15,903
2018,MARISCAL CACERES,69874,44414,25460,2.97,9052.92,3879.83,12932.75,904
2018,MARISCAL LUZURIAGA,21609,3148,18462,3.36,482.56,206.8,689.35,905
2018,MARISCAL NIETO,90806,84034,6772,2.57,13257.07,5681.6,18938.65,906
2018,MARISCAL RAMON CASTILLA,57470,21870,35599,2.6,3973.22,1702.81,5676.04,907
2018,MAYNAS,531356,449737,81622,6.16,92750.48,39750.21,132500.69,908
2018,MELGAR,69342,41170,28171,3.4,5450.78,2336.06,7786.83,909
2018,MOHO,19830,5762,14069,1.68,883.33,378.57,1261.89,910
2018,MORROPON,167881,111626,56254,4.74,20578.23,8819.25,29397.46,911
2018,MOYOBAMBA,131146,92348,38798,3.29,17821.08,7637.6,25458.69,912
2018,NASCA  ,73489,67081,6408,2.57,13174.37,5646.16,18820.52,913
2018,OCROS,7363,4532,2830,4.28,705.23,302.24,1007.48,914
2018,OTUZCO,83601,26457,57143,4.34,4536.94,1944.39,6481.33,915
2018,OXAPAMPA,97695,50778,46917,4.34,9935.51,4258.09,14193.58,916
2018,OYON,18569,14261,4310,2.77,2725.34,1168,3893.32,917
2018,PACASMAYO,107847,101651,6196,2.58,20553.63,8808.69,29362.32,918
2018,PACHITEA,51547,14246,37301,1.67,2192.95,939.84,3132.78,919
2018,PADRE ABAD,72115,48785,23332,2.52,9708.7,4160.87,13869.55,920
2018,PAITA,139509,135171,4339,3.02,24438.83,10473.78,34912.61,921
2018,PALLASCA,24587,13770,10817,4.91,2391.26,1024.83,3416.09,922
2018,PALPA,14180,10748,3432,2.09,1623.53,695.8,2319.32,923
2018,PARINACOCHAS,28963,20864,8098,3.41,3401.38,1457.74,4859.11,924
2018,PARURO,27079,11602,15478,4.63,2177.26,933.11,3110.39,925
2018,PASCO,127946,110960,16985,4.82,15954.68,6837.72,22792.39,926
2018,PATAZ,82304,24627,57676,5.48,4010.26,1718.7,5728.93,927
2018,PAUCAR DEL SARA SARA,9935,7155,2778,4.01,904.84,387.77,1292.64,928
2018,PAUCARTAMBO,47215,12162,35052,2.63,1941.8,832.2,2773.98,929
2018,PICOTA,43163,27814,15348,5.3,4902.92,2101.25,7004.18,930
2018,PISCO,162632,149933,12699,3.79,27467.95,11771.97,39239.91,931
2018,PIURA,844396,743252,101143,5.4,151401.71,64886.45,216288.16,932
2018,POMABAMBA,26388,7543,18845,1.63,1051.85,450.79,1502.64,933
2018,PUERTO INCA,36167,12034,24132,2.93,2496.32,1069.85,3566.2,934
2018,PUNO,226921,151106,75820,6.33,29437.26,12615.95,42053.19,935
2018,PURUS,3299,1392,1907,0.55,277.91,119.11,397.02,936
2018,PUTUMAYO   ,9043,4684,4360,2.13,848.58,363.68,1212.26,937
2018,QUISPICANCHI,98796,47526,51271,4.47,6307.93,2703.4,9011.31,938
2018,RECUAY,17972,12136,5834,4.24,1866.82,800.06,2666.87,939
2018,REQUENA,63362,41515,21848,6.15,9207.69,3946.15,13153.85,940
2018,RIOJA,128064,101057,27006,4.66,20007.95,8574.83,28582.8,941
2018,RODRIGUEZ DE MENDOZA,32612,10459,22154,6.53,1960.73,840.32,2801.04,942
2018,SAN ANTONIO DE PUTINA,35970,24974,10995,2,3711.2,1590.52,5301.71,943
2018,SAN IGNACIO,141920,28398,113522,3.63,5279.99,2262.86,7542.86,944
2018,SAN MARCOS,50964,15320,35644,3,2570.3,1101.55,3671.85,945
2018,SAN MARTIN,210153,191029,19125,7.83,40012.02,17148.02,57160.08,946
2018,SAN MIGUEL,47592,10598,36994,5.58,1699.31,728.27,2427.6,947
2018,SAN PABLO,22419,4111,18307,1.7,655.88,281.09,936.97,948
2018,SAN ROMAN,325265,295770,29495,2.04,53740.19,23031.52,76771.71,949
2018,SANCHEZ CARRION,160561,57289,103272,3.54,13286.78,5694.34,18981.12,950
2018,SANDIA,56201,16797,39403,5.01,3016.95,1292.99,4309.95,951
2018,SANTA,456291,432502,23788,4.81,87707.35,37588.86,125296.21,952
2018,SANTA CRUZ,38736,9856,28878,4.71,1687.53,723.24,2410.8,953
2018,SANTIAGO DE CHUCO,54868,22303,32565,3.93,4946.34,2119.86,7066.21,954
2018,SATIPO,228627,82660,145968,4.26,16441.33,7046.26,23487.59,955
2018,SECHURA,83630,79235,4394,2.49,12260.63,5254.55,17515.18,956
2018,SIHUAS,28413,9961,18452,4.38,1817.82,779.07,2596.87,957
2018,SUCRE,9560,6878,2683,4.62,1054.12,451.76,1505.9,958
2018,SULLANA,327094,301593,25500,4.13,65484.24,28064.68,93548.89,959
2018,TACNA,331563,316877,14687,4.94,47659.54,20425.51,68085.04,960
2018,TAHUAMANU,12511,9943,2568,1.39,1803.07,772.75,2575.82,961
2018,TALARA,147639,146647,993,3.01,27662.6,11855.41,39518.01,962
2018,TAMBOPATA,133680,121824,11857,1.89,22402.8,9601.2,32004,963
2018,TARATA,6263,5041,1222,3.33,624.64,267.71,892.35,964
2018,TARMA,93268,69125,24142,3.73,11288.63,4837.99,16126.62,965
2018,TAYACAJA,84284,30909,53374,8.29,4566.54,1957.07,6523.6,966
2018,TOCACHE,75771,42150,33623,3.01,9367.31,4014.56,13381.86,967
2018,TRUJILLO,1051176,1028988,22187,5.69,196966.57,84414.25,281380.82,968
2018,TUMBES,163062,155149,7912,2.7,25240.67,10817.43,36058.1,969
2018,UCAYALI,61196,35888,25308,3.2,6473.75,2774.46,9248.22,970
2018,URUBAMBA,67973,36097,31877,3.17,6208.92,2660.96,8869.89,971
2018,UTCUBAMBA,117504,60055,57449,3.46,12403.52,5315.8,17719.31,972
2018,VICTOR FAJARDO,20290,15092,5197,4.62,2017.04,864.44,2881.54,973
2018,VILCAS HUAMAN,17603,7103,10500,3.36,1088.79,466.63,1555.43,974
2018,VIRU,98761,81197,17564,1.64,17288.74,7409.46,24698.18,975
2018,YAROWILCA,20146,6709,13435,3.37,1072,459.43,1531.42,976
2018,YAULI,40583,36865,3716,5.32,13153.94,5637.4,18791.36,977
2018,YAUYOS,21759,13209,8547,13.86,2025.18,867.96,2893.13,978
2018,YUNGAY,54740,16348,38393,3.52,3402.13,1458.06,4860.18,979
2018,YUNGUYO,37823,16197,21625,2.66,1902.45,815.36,2717.8,980
2018,ZARUMILLA,52544,49109,3436,2.02,9875.69,4232.44,14108.13,981
2019,ABANCAY,118392,88768,29624,4.42,16396.07,7026.9,23422.95,982
2019,ACOBAMBA,39108,17258,21850,3.33,2559.31,1096.85,3656.17,983
2019,ACOMAYO,24251,15845,8406,2.96,2446.3,1048.41,3494.72,984
2019,AIJA,6541,2223,4318,2.12,331.01,141.86,472.86,985
2019,ALTO AMAZONAS,145646,99271,46375,3.49,26521.02,11366.14,37887.18,986
2019,AMBO,53474,25651,27823,3.45,4476.41,1918.45,6394.85,987
2019,ANDAHUAYLAS,150634,83570,67064,9.47,14342.4,6146.73,20489.13,988
2019,ANGARAES,54015,21393,32622,5.13,3535.44,1515.19,5050.62,989
2019,ANTA,62428,28533,33895,4.1,5268.67,2257.99,7526.66,990
2019,ANTABAMBA,11854,9167,2687,2.59,1202.72,515.46,1718.18,991
2019,ANTONIO RAYMONDI,14168,5393,8775,2.55,802.42,343.9,1146.34,992
2019,AREQUIPA,1146418,1131717,14701,13.17,183982.19,78849.55,262831.76,993
2019,ASCOPE,122831,111075,11756,4.06,20983.61,8992.99,29976.6,994
2019,ASUNCIÃ“N,7805,2253,5552,0.88,359.92,154.25,514.17,995
2019,ATALAYA,59396,25264,34132,2.57,5846.28,2505.54,8351.82,996
2019,AYABACA,128500,20005,108495,4.8,3276.16,1404.07,4680.23,997
2019,AYMARAES,25012,12409,12603,7.69,2005.39,859.46,2864.82,998
2019,AZANGARO,114007,40723,73284,5.91,6887.59,2951.84,9839.45,999
2019,BAGUA,83850,42494,41356,3.08,7169.82,3072.77,10242.59,1000
2019,BARRANCA,148962,133387,15575,2.9,27217.88,11664.8,38882.7,1001
2019,BELLAVISTA,59867,36989,22878,3.53,8422.77,3609.76,12032.53,1002
2019,BOLIVAR,16026,5779,10247,2.37,860.77,368.9,1229.68,1003
2019,BOLOGNESI,24474,17599,6875,6.51,3297.99,1413.45,4711.38,1004
2019,BONGARA,26972,16412,10560,6.22,2607.95,1117.69,3725.63,1005
2019,CAJABAMBA,82434,23839,58595,1.63,3497.38,1498.87,4996.25,1006
2019,CAJAMARCA,382068,233075,148993,6.73,43432.55,18613.95,62046.5,1007
2019,CAJATAMBO,6444,4080,2364,1.96,507.69,217.59,725.27,1008
2019,CALCA,71071,34199,36872,4.05,6747.61,2891.84,9639.46,1009
2019,CALLAO,1105512,1105512,0,4.09,221971.84,95130.77,317102.61,1010
2019,CAMANA,60900,51460,9440,4.53,10530.86,4513.23,15044.09,1011
2019,CANAS,35024,9028,25996,3.6,1492.52,639.65,2132.18,1012
2019,CANCHIS,105685,70117,35568,4.59,12996.67,5570,18566.66,1013
