PERIODO,PROVINCIA,N_SEC,UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN
2015,HUARAL,38490,1807278,190501,158078,32423,4.53,28059.499999999996,12025.5,40085.0
2015,HUARAZ,23298,241278,166625,125306,41319,5.28,26565.670000000002,11385.28,37950.93
2015,HUARI,32136,336136,63057,22460,40597,6.84,3534.42,1514.74,5049.13
2015,HUARMEY,10095,105515,30744,23546,7198,2.65,6287.110000000001,2694.47,8981.58
2015,HUAROCHIRI,103344,4822928,81696,55694,26002,14.54,9412.92,4034.1,13447.06
2015,HUAURA,39018,1809678,219059,189317,29742,5.82,37112.01,15905.15,53017.17
2015,HUAYLAS,20265,212055,56428,18732,37696,4.56,4343.16,1861.3500000000001,6204.5
2015,HUAYTARA,43640,1449736,23021,6427,16594,6.78,976.48,418.5,1395.0
2015,ICA,39823,1541505,362693,331076,31617,6.3,63966.409999999996,27414.17,91380.56999999999
2015,ILO,10137,540906,70694,69861,833,1.29,9996.93,4284.400000000001,14281.33
2015,ISLAY,13677,244221,52630,47909,4721,2.92,8489.16,3638.22,12127.36
2015,JAEN,29886,729678,199000,104116,94884,6.31,23770.280000000002,10187.27,33957.549999999996
2015,JAUJA,100181,4094195,83796,58546,25250,13.26,8414.03,3606.0,12020.05
2015,JORGE BASADRE,11037,690906,9034,5322,3712,1.2,720.98,308.99,1029.97
2015,JULCAN,12138,522010,31090,4493,26597,1.63,616.87,264.37,881.24
2015,JUNIN,11862,482010,25482,18091,7391,1.37,1845.97,791.13,2637.1
2015,LA CONVENCION,34008,1051791,179845,55664,124181,7.8,16196.609999999999,6941.4,23138.010000000002
2015,LA MAR,23365,505055,87932,36098,51834,4.71,6395.34,2740.85,9136.19
2015,LA UNION,25168,448866,14602,7047,7555,4.7299999999999995,1100.97,471.84000000000003,1572.82
2015,LAMAS,39732,2425566,84921,39726,45195,6.46,8712.12,3733.76,12445.88
2015,LAMBAYEQUE,37434,1683678,296645,146192,150453,5.49,26311.76,11276.48,37588.25
2015,LAMPA,35395,2107055,51528,19814,31714,4.04,2787.83,1194.79,3982.61
2015,LAURICOCHA,19782,707028,38667,8941,29726,2.85,1311.28,561.98,1873.2800000000002
2015,LEONCIO PRADO,22436,804836,133433,84670,48763,4.279999999999999,15823.36,6781.44,22604.81
2015,LIMA,135321,6455246,8890792,8876711,14081,26.52,1985892.94,851096.97,2836989.95
2015,LORETO,16580,801515,71232,29723,41509,2.81,6369.01,2729.57,9098.6
2015,LUCANAS,49392,1062831,68003,40529,27474,8.48,5675.52,2432.37,8107.91
2015,LUYA,43815,241776,51849,20783,31066,11.45,3976.1800000000003,1704.07,5680.24
2015,MANU,13422,680810,24097,7673,16424,2.44,1832.73,785.46,2618.19
2015,MARAÑÓN,14055,503515,32118,4873,27245,1.98,576.64,247.14,823.7800000000001
2015,MARISCAL CACERES,18100,1103015,50608,31021,19587,2.88,6095.36,2612.29,8707.66
2015,MARISCAL LUZURIAGA,16284,170436,23754,2933,20821,3.44,458.19,196.36,654.5699999999999
2015,MARISCAL NIETO,20181,1080621,81450,70820,10630,2.4,11126.1,4768.33,15894.449999999999
2015,MARISCAL RAMON CASTILLA,13282,641610,72909,21822,51087,2.29,4586.76,1965.75,6552.54
2015,MAYNAS,36322,1761171,551383,446154,105229,6.61,100930.52,43255.95,144186.49
2015,MELGAR,31941,1897245,76986,35972,41014,3.41,4886.86,2094.37,6981.21
2015,MOHO,14222,843610,25472,7374,18098,1.47,927.79,397.63,1325.4
2015,MORROPON,34425,2004055,155895,90462,65433,5.25,19088.46,8180.79,27269.24
2015,MOYOBAMBA,21519,1320621,148160,88275,59885,3.38,17362.38,7441.02,24803.42
2015,NASCA  ,14325,551515,58780,51864,6916,2.51,9923.720000000001,4253.03,14176.75
2015,OCROS,20445,214055,10802,6262,4540,4.38,991.1,424.74,1415.83
2015,OTUZCO,30415,1306074,91713,22220,69493,4.4399999999999995,3979.0,1705.29,5684.3
2015,OXAPAMPA,27244,1522436,93201,33813,59388,4.06,5822.33,2495.28,8317.63
2015,OYON,19563,905421,22782,14705,8077,2.99,3246.08,1391.17,4637.24
2015,PACASMAYO,15245,653515,103985,96472,7513,2.21,16764.510000000002,7184.79,23949.309999999998
2015,PACHITEA,11262,403210,73132,9810,63322,1.5499999999999998,1140.06,488.6,1628.66
2015,PADRE ABAD,18575,1251515,59336,30584,28752,2.8099999999999996,6515.2,2792.23,9307.43
2015,PAITA,24157,1403528,129904,124902,5002,3.07,22880.91,9806.11,32687.03
2015,PALLASCA,22605,236566,30570,15854,14716,4.81,2435.99,1043.98,3479.99
2015,PALPA,14350,552015,12279,8239,4040,2.2800000000000002,1577.5,676.07,2253.5699999999997
2015,PARINACOCHAS,18932,405636,33242,18301,14941,3.8,3456.48,1481.3600000000001,4937.85
2015,PARURO,23643,729045,30501,10190,20311,3.4899999999999998,1441.56,617.81,2059.36
2015,PASCO,44031,2471391,157310,117011,40299,4.51,15394.28,6597.54,21991.84
2015,PATAZ,39754,1700491,88038,23703,64335,5.47,3588.6200000000003,1537.98,5126.61
2015,PAUCAR DEL SARA SARA,23755,508055,10989,7258,3731,4.09,980.23,420.1,1400.33
2015,PAUCARTAMBO,15807,486621,51060,9476,41584,3.1100000000000003,1990.23,852.96,2843.18
2015,PICOTA,36275,2207055,44533,26481,18052,6.04,6087.29,2608.84,8696.14
2015,PISCO,23012,884036,135735,118175,17560,3.95,20660.93,8854.68,29515.620000000003
2015,PIURA,34145,2001084,765601,656404,109197,5.26,137062.39,58741.03,195803.41
2015,POMABAMBA,8250,86410,29375,6562,22813,1.71,1010.75,433.18,1443.9299999999998
2015,PUERTO INCA,14100,504515,31507,5985,25522,2.86,1226.82,525.78,1752.59
2015,PUNO,52230,3151620,248377,152025,96352,6.46,29687.16,12723.08,42410.22
2015,PURUS,3718,250401,4481,1496,2985,0.58,315.71,135.3,451.01
2015,PUTUMAYO,13390,643210,11866,4419,7447,2.32,932.21,399.52,1331.74
2015,QUISPICANCHI,31722,974478,89517,30686,58831,4.27,4009.9700000000003,1718.5700000000002,5728.54
2015,RECUAY,20695,217055,19348,10894,8454,4.4,1747.06,748.74,2495.81
2015,REQUENA,36608,1765566,74041,42723,31318,6.29,8567.9,3671.94,12239.82
2015,RIOJA,32733,1987245,128367,90339,38028,4.52,17975.239999999998,7703.6900000000005,25678.91
2015,RODRIGUEZ DE MENDOZA,23070,127278,31192,9308,21884,6.819999999999999,1780.66,763.16,2543.8
2015,SAN ANTONIO DE PUTINA,17800,1055015,69250,47618,21632,2.01,7106.62,3045.7,10152.32
2015,SAN IGNACIO,17500,426328,148364,23236,125128,3.98,5067.0199999999995,2171.59,7238.61
2015,SAN MARCOS,17549,427028,54486,12530,41956,3.24,2778.5499999999997,1190.81,3969.3599999999997
2015,SAN MARTIN,51079,3092705,187320,170548,16772,7.54,31357.57,13438.960000000001,44796.54
2015,SAN MIGUEL,32721,794391,55745,9044,46701,5.7,1462.32,626.6899999999999,2089.0
2015,SAN PABLO,10102,244810,23298,3645,19653,1.73,583.79,250.2,833.99
2015,SAN ROMAN,14258,844410,293697,272148,21549,1.75,51348.200000000004,22006.38,73354.56
2015,SANCHEZ CARRION,24548,1047236,154236,42786,111450,3.65,9935.44,4258.05,14193.48
2015,SANDIA,35715,2112055,70548,18797,51751,4.81,3260.69,1397.44,4658.13
2015,SANTA,18711,196245,438290,412053,26237,4.8,89086.16,38179.79,127265.94
2015,SANTA CRUZ,27863,674366,45222,10122,35100,4.7,1532.31,656.68,2188.9900000000002
2015,SANTIAGO DE CHUCO,24612,1048036,61474,21174,40300,4.34,5379.21,2305.38,7684.58
2015,SATIPO,26748,1085445,274610,72926,201684,4.95,13381.39,5734.87,19116.260000000002
2015,SECHURA,20829,1204821,75151,70768,4383,2.46,12026.25,5154.12,17180.36
2015,SIHUAS,20885,219055,30529,7970,22559,4.4799999999999995,1519.68,651.27,2170.9700000000003
2015,SUCRE,26246,559966,11993,7293,4700,4.5,999.14,428.21000000000004,1427.34
2015,SULLANA,27668,1604836,317443,286693,30750,4.12,62238.26,26673.55,88911.81
2015,TACNA,40326,2531166,316964,296793,20171,5.1899999999999995,50143.130000000005,21489.940000000002,71633.07
2015,TAHUAMANU,10077,510906,13814,9819,3995,1.79,2171.15,930.49,3101.63
2015,TALARA,20793,1204221,132695,130101,2594,2.72,24264.66,10399.14,34663.82
2015,TAMBOPATA,13406,680410,99405,83722,15683,2.01,12663.16,5427.0599999999995,18090.23
2015,TARATA,29476,1843236,7745,5963,1782,3.56,949.3100000000001,406.84000000000003,1356.16
2015,TARMA,26829,1086345,107976,68969,39007,4.46,13443.92,5761.69,19205.6
2015,TAYACAJA,54910,1814233,107708,27913,79795,8.08,3979.8,1705.64,5685.43
2015,TOCACHE,18290,1105015,72250,35290,36960,2.52,5954.3,2551.85,8506.15
2015,TRUJILLO,33110,1431166,957010,935625,21385,5.8,185375.1,79446.47,264821.58
2015,TUMBES,22149,1440621,164404,152070,12334,2.57,24058.26,10310.69,34368.939999999995
2015,UCAYALI,20019,963621,73660,40138,33522,3.26,7425.23,3182.24,10607.49
2015,URUBAMBA,18571,569128,64520,32987,31533,3.01,5585.14,2393.63,7978.78
2015,UTCUBAMBA,13524,74928,118597,51901,66696,3.29,9754.78,4180.62,13935.41
2015,VICTOR FAJARDO,28770,612078,23383,17306,6077,4.82,2500.97,1071.86,3572.82
2015,VILCAS HUAMAN,19260,408836,23213,7118,16095,3.41,1077.19,461.66,1538.85
2015,VIRU,9258,393606,117088,90250,26838,1.3399999999999999,15496.68,6641.44,22138.12
2015,YAROWILCA,22668,808836,33235,8383,24852,3.48,1332.04,570.87,1902.93
2015,YAULI,29905,1208055,42170,36455,5715,4.48,6185.1,2650.76,8835.849999999999
2015,YAUYOS,108240,4983561,27459,15795,11664,14.01,2287.42,980.3,3267.76
2015,YUNGAY,16780,176036,58683,14075,44608,3.78,2988.4900000000002,1280.79,4269.3
2015,YUNGUYO,25060,1479128,47396,17517,29879,2.9899999999999998,2677.0299999999997,1147.3,3824.3199999999997
2015,ZARUMILLA,14798,961210,53385,48295,5090,2.29,10832.18,4642.37,15474.539999999999
2016,ABANCAY,35757,270945,106483,68085,38398,4.14,14236.37,6101.3099999999995,20337.68
2016,ACOBAMBA,36396,721636,79752,23817,55935,3.23,3566.63,1528.55,5095.17
2016,ACOMAYO,30982,561428,27610,14508,13102,2.96,2193.8900000000003,940.24,3134.15
2016,AIJA,19085,101015,7753,2447,5306,2.1,364.96,156.41,521.37
2016,ALTO AMAZONAS,31101,961235,121304,71854,49450,3.46,15474.58,6631.97,22106.55
2016,AMBO,37148,801636,57006,19041,37965,3.77,3262.1,1398.03,4660.13
2016,ANDAHUAYLAS,79750,604210,169441,79461,89980,9.45,15739.19,6745.38,22484.53
2016,ANGARAES,54714,1083678,63906,17393,46513,4.9399999999999995,2639.7599999999998,1131.33,3771.09
2016,ANTA,39906,722745,56437,20046,36391,3.92,3455.61,1480.98,4936.56
2016,ANTABAMBA,28007,212128,13384,9360,4024,2.71,1260.08,540.04,1800.1
2016,ANTONIO RAYMONDI,22935,121821,16300,4173,12127,2.55,634.8,272.06,906.87
2016,AREQUIPA,117943,1163335,980221,954354,25867,13.28,170266.01,72971.16,243237.16
2016,ASCOPE,39140,1041636,120786,106217,14569,3.98,19115.53,8192.369999999999,27307.89
2016,ASUNCIÓN,7653,40803,8750,2368,6382,0.86,369.93,158.54,528.47
2016,ATALAYA,22338,1000810,53890,19286,34604,2.3899999999999997,4357.28,1867.41,6224.679999999999
2016,AYABACA,52975,2002055,141115,15891,125224,4.569999999999999,2416.52,1035.66,3452.2000000000003
2016,AYMARAES,68221,516953,33072,14090,18982,7.62,2313.3,991.39,3304.71
2016,AZANGARO,80550,3153120,137572,38308,99264,5.93,6051.2699999999995,2593.41,8644.66
2016,BAGUA,22455,61221,76993,36006,40987,3.49,7213.62,3091.56,10305.17
2016,BARRANCA,25220,751015,147510,125675,21835,2.98,26555.35,11380.86,37936.22
2016,BELLAVISTA,32799,1321221,59894,29749,30145,3.44,6496.27,2784.13,9280.39
2016,BOLIVAR,29397,781821,16564,5644,10920,2.58,881.72,377.88,1259.5900000000001
2016,BOLOGNESI,57525,307620,33029,21268,11761,6.3,3296.42,1412.74,4709.18
2016,BONGARA,45018,123678,34147,19964,14183,6.79,3583.77,1535.89,5119.67
2016,CAJABAMBA,17178,240810,80420,19717,60703,1.5899999999999999,2440.1,1045.76,3485.85
2016,CAJAMARCA,51438,721278,390846,226547,164299,5.1,43682.329999999994,18721.0,62403.32
2016,CAJATAMBO,25245,751515,7754,4354,3400,2.15,680.1800000000001,291.51,971.68
2016,CALCA,35540,643236,74503,26656,47847,3.6799999999999997,4457.28,1910.2600000000002,6367.53
2016,CALLAO,30877,490728,1028144,1028144,0,4.25,223586.86,95822.93999999999,319409.76
2016,CAMANA,32684,321636,59538,48422,11116,4.02,9478.44,4062.2,13540.619999999999
2016,CANAS,35604,644036,39491,6317,33174,3.53,1078.93,462.40999999999997,1541.33
2016,CANCHIS,35668,644836,102399,62441,39958,2.95,11636.83,4987.2,16624.02
2016,CANDARAVE,33291,1381221,8045,5250,2795,2.76,883.12,378.48,1261.61
2016,CANGALLO,25083,301221,33846,11863,21983,2.5700000000000003,1803.6100000000001,772.97,2576.61
2016,CANTA,35385,1052828,15283,6398,8885,2.96,1054.38,451.87,1506.25
2016,CARABAYA,53825,2103055,96835,38530,58305,3.9,4836.25,2072.69,6908.94
2016,CARAVELI,53248,523991,41435,25018,16417,5.78,4190.34,1795.85,5986.22
2016,CARHUAZ,42328,226666,47329,16134,31195,4.79,2704.09,1158.88,3862.9700000000003
2016,CARLOS FERMIN FITZCARRALD,11565,62106,21848,3489,18359,1.06,497.38,213.16000000000003,710.54
2016,CASMA,15434,83210,47862,33570,14292,1.97,6132.610000000001,2628.2599999999998,8760.869999999999
2016,CASTILLA,57533,565705,38563,22453,16110,5.74,2987.41,1280.31,4267.71
2016,CASTROVIRREYNA,59436,1175291,19159,5956,13203,5.51,895.0799999999999,383.6,1278.6599999999999
2016,CAYLLOMA,82530,810210,96876,64108,32768,8.67,11394.26,4883.23,16277.52
2016,CAÑETE,81064,2408136,236250,197902,38348,7.54,32416.02,13892.58,46308.61
2016,CELENDIN,51630,723678,95843,24787,71056,5.04,3048.58,1306.54,4355.13
2016,CHACHAPOYAS,78309,212331,55352,39682,15670,10.82,6836.21,2929.8199999999997,9766.050000000001
2016,CHANCHAMAYO,28797,721821,206540,115203,91337,3.44,24115.100000000002,10335.04,34450.13
2016,CHEPEN,14712,391206,88115,71290,16825,1.58,14011.2,6004.8,20015.98
2016,CHICLAYO,99410,2802210,864220,810468,53752,11.38,171663.87,73570.23,245234.11
2016,CHINCHA,52030,1212266,220019,196225,23794,4.7,35158.93,15068.12,50227.03
2016,CHINCHEROS,44363,336666,58973,19159,39814,3.93,3039.38,1302.59,4341.99
2016,CHOTA,82042,1147790,164599,33476,131123,8.58,5258.67,2253.71,7512.41
2016,CHUCUITO,37737,1472828,150891,46545,104346,2.42,5117.74,2193.33,7311.08
2016,CHUMBIVILCAS,35732,645636,82729,19087,63642,3.45,2773.78,1188.76,3962.51
2016,CHUPACA,43857,1088145,53286,32473,20813,4.06,5937.3099999999995,2544.57,8481.86
2016,CHURCAMPA,50424,995566,44605,10328,34277,4.81,1693.68,725.84,2419.54
2016,CONCEPCION,71835,1803120,56258,30043,26215,5.89,3515.76,1506.74,5022.53
2016,CONDESUYOS,33124,324836,17754,6774,10980,3.52,1120.72,480.32,1601.04
2016,CONDORCANQUI,11277,31206,55361,8296,47065,1.73,1737.74,744.74,2482.48
2016,CONTRALMIRANTE VILLAR,16710,720606,20128,16157,3971,1.17,2046.8,877.1999999999999,2924.02
2016,CONTUMAZA,34652,484036,31871,13428,18443,3.79,2582.48,1106.79,3689.26
2016,CORONEL PORTILLO,39053,1750728,382057,323138,58919,4.84,79024.35,33867.57,112891.93
2016,CORONGO,27048,146328,8133,3946,4187,3.01,616.45,264.19,880.64
2016,COTABAMBAS,24147,183021,52940,14040,38900,2.62,2248.56,963.67,3212.23
2016,CUSCO,35348,640836,454563,431596,22967,4.12,91231.31,39099.14,130330.43
2016,CUTERVO,65145,909120,140458,27707,112751,6.95,6501.11,2786.2,9287.310000000001
2016,DANIEL ALCIDES CARRION,42164,1521636,54273,31027,23246,2.84,4321.5,1852.08,6173.57
2016,DATEM DEL MARAÑON,31293,964221,64944,17083,47861,3.44,3478.92,1490.96,4969.86
2016,DOS DE MAYO,41868,902831,53728,18639,35089,4.11,3226.6,1382.83,4609.41
2016,EL COLLAO,26985,1052515,85659,27191,58468,1.92,3164.7,1356.3,4520.99
2016,EL DORADO,27360,1101515,40999,13499,27500,2.86,2747.73,1177.6000000000001,3925.33
2016,ESPINAR,35796,646436,69475,31819,37656,3.7199999999999998,7014.88,3006.38,10021.26
2016,FERREÑAFE,29901,841221,107158,57006,50152,3.21,12395.14,5312.2,17707.34
2016,GENERAL SANCHEZ CERRO,57695,1982266,28685,12681,16004,4.7,1966.16,842.66,2808.79
2016,GRAN CHIMU,19822,524410,31188,6597,24591,1.77,1090.86,467.51,1558.37
2016,GRAU,56637,429905,26575,10756,15819,5.82,1494.69,640.6,2135.3
2016,HUACAYBAMBA,18634,401610,22977,4150,18827,1.67,613.51,262.93,876.44
2016,HUALGAYOC,13056,182106,102765,23698,79067,1.18,2865.18,1227.94,4093.12
2016,HUALLAGA,32865,1322421,25464,13666,11798,3.4699999999999998,2863.9,1227.3799999999999,4091.2999999999997
2016,HUAMALIES,51326,1105566,76093,20462,55631,4.77,3173.4,1360.03,4533.43
2016,HUAMANGA,66712,801736,281270,213247,68023,7.42,42925.770000000004,18396.75,61322.54
2016,HUANCA SANCOS,16742,201210,10362,7027,3335,1.6,983.6800000000001,421.58,1405.25
2016,HUANCABAMBA,42452,1602436,127027,15453,111574,3.64,2697.84,1156.21,3854.0299999999997
2016,HUANCANE,43228,1684836,65629,13357,52272,2.98,1406.19,602.64,2008.84
2016,HUANCAVELICA,86184,1712090,160028,66812,93216,7.82,11271.62,4830.7,16102.289999999999
2016,HUANCAYO,133490,3363355,507075,453395,53680,11.99,92609.22,39689.670000000006,132298.88999999998
2016,HUANTA,50322,604878,110137,50213,59924,4.22,7889.14,3381.06,11270.189999999999
2016,HUANUCO,60229,1301391,310464,189033,121431,5.18,28508.57,12217.960000000001,40726.52
2016,HUARAL,60966,1807278,192978,160165,32813,4.62,31022.45,13295.339999999998,44317.78
2016,HUARAZ,45702,241278,168070,126537,41533,5.03,26060.670000000002,11168.86,37229.54
2016,HUARI,62008,336136,63010,22445,40565,6.79,3522.02,1509.45,5031.4400000000005
2016,HUARMEY,19430,105515,30964,23738,7226,2.38,4315.849999999999,1849.6399999999999,6165.49
2016,HUAROCHIRI,163280,4822928,82572,56351,26221,13.73,9331.33,3999.11,13330.44
2016,HUAURA,61494,1809678,221248,191227,30021,6.02,38151.56,16350.67,54502.25
2016,HUAYLAS,38935,212055,56603,18822,37781,4.65,4858.57,2082.23,6940.83
2016,HUAYTARA,73560,1449736,23023,6423,16600,6.88,1003.4,430.01,1433.45
2016,ICA,66045,1541505,366751,334776,31975,6.06,61829.409999999996,26498.31,88327.76
2016,ILO,15756,540906,71352,70511,841,1.35,11655.01,4995.0,16650.02
2016,ISLAY,24885,244221,52489,47811,4678,2.71,8006.23,3431.24,11437.47
2016,JAEN,52314,729678,199420,104583,94837,6.31,23879.62,10234.13,34113.75
2016,JAUJA,163863,4094195,83141,58151,24990,13.57,8600.62,3685.9700000000003,12286.56
2016,JORGE BASADRE,16659,690906,8896,5217,3679,1.4,882.2,378.09000000000003,1260.29
2016,JULCAN,19630,522010,30839,4457,26382,1.63,611.74,262.16999999999996,873.91
2016,JUNIN,19354,482010,25184,17832,7352,1.25,1766.65,757.14,2523.78
2016,LA CONVENCION,62797,1132705,180360,55154,125206,7.4399999999999995,15963.16,6841.36,22804.530000000002
2016,LA MAR,46255,555566,88747,36499,52248,4.28,6529.78,2798.49,9328.27
2016,LA UNION,45716,448866,14422,6966,7456,4.7299999999999995,1088.22,466.37,1554.6200000000001
2016,LAMAS,60346,2425566,85667,40013,45654,6.38,8307.12,3560.2,11867.3
2016,LAMBAYEQUE,59910,1683678,299416,147741,151675,5.35,24144.7,10347.72,34492.42
2016,LAMPA,54125,2107055,51998,19988,32010,4.2,3080.8,1320.3400000000001,4401.16
2016,LAURICOCHA,32893,707028,38780,8976,29804,2.9699999999999998,1357.83,581.94,1939.75
2016,LEONCIO PRADO,46765,1006055,134547,79707,54840,3.65,14413.2,6177.09,20590.280000000002
2016,LIMA,215860,6455246,9031640,9017194,14446,26.11,2016032.95,864014.14,2880047.1
2016,LORETO,25945,801515,71861,29967,41894,2.9099999999999997,6399.650000000001,2742.71,9142.34
2016,LUCANAS,88641,1062831,68534,40916,27618,8.69,5715.26,2449.4,8164.65
2016,LUYA,86756,241776,51899,20806,31093,11.25,3683.7799999999997,1578.74,5262.5599999999995
2016,MANU,20914,680810,24572,7760,16812,2.44,1851.49,793.5,2644.99
2016,MARAÑÓN,23420,503515,32621,4821,27800,1.31,737.34,316.0,1053.3600000000001
2016,MARISCAL CACERES,27470,1103015,50668,31029,19639,2.84,6053.59,2594.4,8647.98
2016,MARISCAL LUZURIAGA,31220,170436,23764,2936,20828,3.44,458.66,196.57999999999998,655.23
2016,MARISCAL NIETO,31419,1080621,82296,71616,10680,2.41,11070.99,4744.72,15815.710000000001
2016,MARISCAL RAMON CASTILLA,20774,641610,73984,22141,51843,2.16,3906.75,1674.31,5581.05
2016,MAYNAS,56925,1761171,556175,450120,106055,6.51,102768.9,44043.83,146812.72
2016,MELGAR,48798,1897245,77320,36048,41272,3.33,4569.1,1958.18,6527.32
2016,MOHO,21714,843610,25695,7432,18263,1.47,934.87,400.66,1335.54
2016,MORROPON,53155,2004055,156234,90594,65640,4.75,16720.38,7165.88,23886.260000000002
2016,MOYOBAMBA,32763,1320621,151022,90004,61018,3.35,17153.91,7351.68,24505.59
2016,NASCA  ,23690,551515,59034,52122,6912,2.42,9505.880000000001,4073.95,13579.82
2016,OCROS,39115,214055,10920,6330,4590,4.38,1001.79,429.33,1431.1299999999999
2016,OTUZCO,49145,1306074,92050,22344,69706,4.45,4013.63,1720.14,5733.76
2016,OXAPAMPA,42228,1522436,94700,34214,60486,4.09,6026.799999999999,2582.9300000000003,8609.74
2016,OYON,30801,905421,22993,14846,8147,2.71,2734.41,1171.8899999999999,3906.3100000000004
2016,PACASMAYO,24610,653515,104999,97422,7577,2.13,16072.199999999999,6888.09,22960.28
2016,PACHITEA,18754,403210,76227,10348,65879,1.69,1668.49,715.07,2383.54
2016,PADRE ABAD,27945,1251515,60055,30928,29127,2.96,6849.62,2935.55,9785.17
2016,PAITA,37268,1403528,131537,126501,5036,3.05,23056.35,9881.279999999999,32937.64
2016,PALLASCA,43142,236566,30635,15898,14737,4.91,2600.81,1114.64,3715.46
2016,PALPA,23715,552015,12247,8236,4011,2.13,1249.17,535.36,1784.52
2016,PARINACOCHAS,33884,405636,33405,18382,15023,3.42,2833.76,1214.46,4048.2299999999996
2016,PARURO,40473,729045,30637,10259,20378,3.4899999999999998,1451.09,621.89,2072.96
2016,PASCO,68380,2471391,157603,116890,40713,4.57,15947.439999999999,6834.64,22782.07
2016,PATAZ,64103,1700491,89020,23948,65072,5.59,4033.0,1728.41,5761.42
2016,PAUCAR DEL SARA SARA,42445,508055,11038,7297,3741,4.5,1295.35,555.16,1850.53
2016,PAUCARTAMBO,27027,486621,51338,9542,41796,2.7,1555.6,666.6800000000001,2222.29
2016,PICOTA,55015,2207055,45212,26833,18379,6.0,6092.37,2610.9900000000002,8703.369999999999
2016,PISCO,37996,884036,136868,119124,17744,4.32,22784.77,9764.92,32549.670000000002
2016,PIURA,52875,2001084,773200,662854,110346,5.11,133248.06,57106.299999999996,190354.38
2016,POMABAMBA,15718,86410,29469,6598,22871,1.72,1025.32,439.42,1464.7500000000002
2016,PUERTO INCA,23465,504515,31729,5980,25749,2.86,1226.38,525.59,1751.9699999999998
2016,PUNO,80325,3151620,250350,153780,96570,6.4,29982.719999999998,12849.74,42832.469999999994
2016,PURUS,5592,250401,4541,1517,3024,0.58,320.04,137.16,457.2
2016,PUTUMAYO   ,20882,643210,12014,4461,7553,2.05,785.17,336.5,1121.67
2016,QUISPICANCHI,54162,974478,89856,30834,59022,5.15,4667.91,2000.51,6668.42
2016,RECUAY,39365,217055,19343,10886,8457,4.28,1558.1799999999998,667.8,2225.99
2016,REQUENA,57211,1765566,74628,43096,31532,6.4399999999999995,9728.41,4169.3,13897.740000000002
2016,RIOJA,49599,1987245,130567,91829,38738,4.4,17833.87,7643.1,25476.98
2016,RODRIGUEZ DE MENDOZA,45474,127278,31354,9338,22016,6.859999999999999,1839.62,788.4,2628.0299999999997
2016,SAN ANTONIO DE PUTINA,27165,1055015,70311,48362,21949,2.0300000000000002,7358.99,3153.86,10512.86
2016,SAN IGNACIO,30583,426328,148955,23332,125623,3.7399999999999998,4369.07,1872.46,6241.52
2016,SAN MARCOS,30632,427028,54563,12556,42007,3.13,2395.17,1026.5,3421.6800000000003
2016,SAN MARTIN,77315,3092705,190026,173130,16896,7.58,34739.32,14888.29,49627.61
2016,SAN MIGUEL,57018,794391,55588,9027,46561,5.7,1459.73,625.59,2085.32
2016,SAN PABLO,17578,244810,23255,3643,19612,1.7,553.6700000000001,237.29,790.98
2016,SAN ROMAN,27190,1055515,297663,275720,21943,1.76,42461.64,18197.84,60659.5
2016,SANCHEZ CARRION,39532,1047236,156068,43400,112668,3.6,10043.619999999999,4304.38,14348.01
2016,SANDIA,54455,2112055,71754,19115,52639,4.75,3224.84,1382.09,4606.93
2016,SANTA,35514,196245,441448,415216,26232,4.6899999999999995,84309.73999999999,36132.75,120442.49
2016,SANTA CRUZ,48422,674366,45200,10153,35047,4.81,1756.89,752.9599999999999,2509.82
2016,SANTIAGO DE CHUCO,39596,1048036,61824,21314,40510,4.21,5229.62,2241.28,7470.87
2016,SATIPO,43605,1085445,279718,74266,205452,4.529999999999999,15045.15,6447.92,21493.08
2016,SECHURA,32067,1204821,76645,72135,4510,2.33,10958.44,4696.4800000000005,15654.92
2016,SIHUAS,39555,219055,30460,7963,22497,4.4799999999999995,1519.01,651.0,2170.0
2016,SUCRE,46805,559966,11993,7294,4699,4.55,1029.48,441.21000000000004,1470.67
2016,SULLANA,42652,1604836,319736,288646,31090,3.81,62010.29,26575.84,88586.12
2016,TACNA,60940,2531166,321351,300956,20395,4.77,48734.61,20886.260000000002,69620.88
2016,TAHUAMANU,15696,510906,14149,10061,4088,1.7,2008.31,860.6999999999999,2869.0099999999998
2016,TALARA,32031,1204221,133123,130526,2597,2.89,24311.719999999998,10419.3,34731.03
2016,TAMBOPATA,20898,680410,101787,85785,16002,1.76,15614.09,6691.75,22305.84
2016,TARATA,44468,1843236,7721,5941,1780,3.4,799.61,342.69,1142.31
2016,TARMA,43686,1086345,107799,68788,39011,4.05,14033.24,6014.240000000001,20047.46
2016,TAYACAJA,96936,1904956,108083,27368,80715,7.61,3794.23,1626.1100000000001,5420.34
2016,TOCACHE,27660,1105015,72364,35239,37125,2.89,7412.37,3176.7400000000002,10589.099999999999
2016,TRUJILLO,53713,1431166,971105,949543,21562,5.62,176786.82,75765.77,252552.6
2016,TUMBES,33393,1440621,166150,153740,12410,2.57,24132.77,10342.62,34475.409999999996
2016,UCAYALI,31257,963621,74454,40565,33889,3.26,7509.71,3218.45,10728.16
2016,URUBAMBA,31661,569128,64973,33253,31720,2.89,5486.95,2351.5499999999997,7838.49
