,PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,garbage_3,garbage_value
38256,2021,60806,SIERRA,CAJAMARCA,JAEN,LAS PIRIAS,QRESIDUOS_MUN,171.8
38257,2014,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,851.8
38258,2015,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,853.8
38259,2016,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,595.2
38260,2017,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,602.5
38261,2018,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,4084.3
38262,2019,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,4202.4
38263,2020,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,4587.8
38264,2021,170103,SELVA,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,QRESIDUOS_MUN,5254.3
38265,2014,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,2752.5
38266,2015,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,2737.3
38267,2016,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,2842.9
38268,2017,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,2859.5
38269,2018,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,3371.2
38270,2019,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,3260.2
38271,2020,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,3083.9
38272,2021,200111,COSTA,PIURA,PIURA,LAS LOMAS,QRESIDUOS_MUN,2965.6
38273,2014,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,791.9
38274,2015,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,739.1
38275,2016,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,737.5
38276,2017,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,736
38277,2018,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,783.1
38278,2019,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,769.2
38279,2020,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,734.5
38280,2021,160105,SELVA,LORETO,MAYNAS,LAS AMAZONAS,QRESIDUOS_MUN,682.3
38281,2015,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,110.5
38282,2016,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,110.7
38283,2017,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,110.7
38284,2018,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,79.1
38285,2019,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,79.9
38286,2020,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,72.9
38287,2021,90109,SIERRA,HUANCAVELICA,HUANCAVELICA,LARIA,QRESIDUOS_MUN,67.9
38288,2014,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,325.1
38289,2015,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,310.6
38290,2016,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,311.1
38291,2017,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,311.8
38292,2018,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,192.2
38293,2019,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,103.2
38294,2020,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,99.1
38295,2021,40510,SIERRA,AREQUIPA,CAYLLOMA,LARI,QRESIDUOS_MUN,96.9
38296,2015,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,430.7
38297,2016,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,457.8
38298,2017,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,457.1
38299,2018,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,576
38300,2019,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,773
38301,2020,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,747.8
38302,2021,80404,SIERRA,CUSCO,CALCA,LARES,QRESIDUOS_MUN,728.4
38303,2015,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,6832.5
38304,2016,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,6893.6
38305,2017,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,6955.1
38306,2018,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,7964
38307,2019,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,9007.3
38308,2020,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,9010.5
38309,2021,130106,COSTA,LA LIBERTAD,TRUJILLO,LAREDO,QRESIDUOS_MUN,8844.8
38310,2014,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,102.3
38311,2015,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,502
38312,2015,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,93.9
38313,2016,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,514.9
38314,2016,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,90.8
38315,2017,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,527.6
38316,2017,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,88.2
38317,2018,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,138.8
38318,2018,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,95.2
38319,2019,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,132.6
38320,2019,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,42.3
38321,2020,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,125
38322,2020,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,78.3
38323,2021,150712,SIERRA,LIMA,HUAROCHIRI,LARAOS,QRESIDUOS_MUN,122.5
38324,2021,151018,SIERRA,LIMA,YAUYOS,LARAOS,QRESIDUOS_MUN,74.4
38325,2014,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,149.5
38326,2014,60601,SIERRA,CAJAMARCA,LUCANAS,LARAMATE,QRESIDUOS_MUN,5366.6
38327,2014,80601,SIERRA,CUSCO,LUCANAS,LARAMATE,QRESIDUOS_MUN,28706.2
38328,2014,90411,SIERRA,HUANCAVELICA,LUCANAS,LARAMATE,QRESIDUOS_MUN,243.7
38329,2014,101103,SIERRA,HUANUCO,LUCANAS,LARAMATE,QRESIDUOS_MUN,193.7
38330,2014,120422,SIERRA,JUNIN,LUCANAS,LARAMATE,QRESIDUOS_MUN,156.4
38331,2014,130907,SIERRA,LA LIBERTAD,LUCANAS,LARAMATE,QRESIDUOS_MUN,184.2
38332,2014,150510,COSTA,LIMA,LUCANAS,LARAMATE,QRESIDUOS_MUN,4207.2
38333,2015,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,137
38334,2016,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,132.8
38335,2017,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,128.6
38336,2018,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,181.7
38337,2019,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,186
38338,2020,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,179.3
38339,2021,50608,SIERRA,AYACUCHO,LUCANAS,LARAMATE,QRESIDUOS_MUN,175.5
38340,2015,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,145.2
38341,2016,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,142.6
38342,2017,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,139.7
38343,2018,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,146.5
38344,2019,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,136.2
38345,2020,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,133
38346,2021,90605,SIERRA,HUANCAVELICA,HUAYTARA,LARAMARCA,QRESIDUOS_MUN,128.9
38347,2015,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,71.5
38348,2016,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,72.8
38349,2017,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,74.1
38350,2018,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,79.7
38351,2019,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,79.2
38352,2020,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,75.4
38353,2021,80504,SIERRA,CUSCO,CANAS,LANGUI,QRESIDUOS_MUN,72.7
38354,2015,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,98.6
38355,2016,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,96.2
38356,2017,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,93.7
38357,2018,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,110
38358,2019,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,114.6
38359,2020,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,110.5
38360,2021,150711,SIERRA,LIMA,HUAROCHIRI,LANGA,QRESIDUOS_MUN,106.9
38361,2014,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,83.9
38362,2015,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,84
38363,2016,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,85.5
38364,2017,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,86.3
38365,2018,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,141.7
38366,2019,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,142.8
38367,2020,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,133
38368,2021,200604,COSTA,PIURA,SULLANA,LANCONES,QRESIDUOS_MUN,109.4
38369,2014,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,695
38370,2015,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,540.5
38371,2016,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,541.9
38372,2017,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,641.1
38373,2018,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,681.5
38374,2019,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,566.1
38375,2020,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,563.5
38376,2021,10501,SIERRA,AMAZONAS,LUYA,LAMUD,QRESIDUOS_MUN,568.9
38377,2015,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,79.1
38378,2016,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,76.1
38379,2017,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,73
38380,2018,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,71.7
38381,2019,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,68.2
38382,2020,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,65.6
38383,2021,150607,SIERRA,LIMA,HUARAL,LAMPIAN,QRESIDUOS_MUN,64
38384,2014,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,430.3
38385,2014,60808,SIERRA,CAJAMARCA,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,857.5
38386,2014,80902,SELVA,CUSCO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,1018.1
38387,2014,90612,SIERRA,HUANCAVELICA,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,143.2
38388,2014,110206,COSTA,ICA,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,5849.4
38389,2014,120701,SIERRA,JUNIN,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,10482.7
38390,2014,140109,COSTA,LAMBAYEQUE,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,409.9
38391,2014,150707,SIERRA,LIMA,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,578.4
38392,2014,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,870.9
38393,2015,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,431
38394,2015,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,901.9
38395,2016,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,442.5
38396,2016,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,1271
38397,2017,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,437.1
38398,2017,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,840.8
38399,2018,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,358
38400,2018,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,1156.6
38401,2019,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,372
38402,2019,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,1110.8
38403,2020,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,361
38404,2020,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,1544.1
38405,2021,50804,SIERRA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QRESIDUOS_MUN,354.5
38406,2021,210701,SIERRA,PUNO,LAMPA,LAMPA,QRESIDUOS_MUN,1429.9
38407,2021,90724,SIERRA,HUANCAVELICA,TAYACAJA,LAMBRAS,QRESIDUOS_MUN,62
38408,2014,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,397
38409,2015,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,378.5
38410,2016,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,378.5
38411,2017,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,362.4
38412,2018,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,246.6
38413,2019,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,239.6
38414,2020,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,219.3
38415,2021,30106,SIERRA,APURIMAC,ABANCAY,LAMBRAMA,QRESIDUOS_MUN,204.9
38416,2015,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,17175.2
38417,2016,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,14298.6
38418,2017,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,14486.7
38419,2018,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,15223.1
38420,2019,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,17079.7
38421,2020,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,17392.3
38422,2021,140301,COSTA,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,QRESIDUOS_MUN,17792.5
38423,2015,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,434.5
38424,2016,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,435.6
38425,2017,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,436.3
38426,2018,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,680.1
38427,2019,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,574.2
38428,2020,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,568.2
38429,2021,80403,SIERRA,CUSCO,CALCA,LAMAY,QRESIDUOS_MUN,562.6
38430,2014,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,2934.8
38431,2015,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,3603.5
38432,2016,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,2791.4
38433,2017,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,3586.1
38434,2018,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,4773.6
38435,2019,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,4788.5
38436,2020,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,4907.1
38437,2021,220501,SELVA,SAN MARTIN,LAMAS,LAMAS,QRESIDUOS_MUN,4948.1
38438,2014,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,126.5
38439,2015,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,124.8
38440,2016,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,125.1
38441,2017,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,125.1
38442,2018,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,340.6
38443,2019,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,332
38444,2020,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,318.4
38445,2021,200305,COSTA,PIURA,HUANCABAMBA,LALAQUIZ,QRESIDUOS_MUN,326.2
38446,2015,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,519.1
38447,2016,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,588.2
38448,2017,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,586.8
38449,2018,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,468.5
38450,2019,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,479.7
38451,2020,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,465.1
38452,2021,60410,SIERRA,CAJAMARCA,CHOTA,LAJAS,QRESIDUOS_MUN,457
38453,2015,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,68.8
38454,2016,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,67.2
38455,2017,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,65.6
38456,2018,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,63.4
38457,2019,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,66.9
38458,2020,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,63.8
38459,2021,150710,SIERRA,LIMA,HUAROCHIRI,LAHUAYTAMBO,QRESIDUOS_MUN,60.8
38460,2014,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,5157.7
38461,2014,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,64.7
38462,2015,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2519.2
38463,2015,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,5255.6
38464,2015,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,65.4
38465,2016,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2142.9
38466,2016,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,2527.5
38467,2016,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,66.1
38468,2017,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2155.7
38469,2017,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,2494.4
38470,2017,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,66.6
38471,2018,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2052
38472,2018,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,2475.6
38473,2018,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,85.3
38474,2019,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2569.6
38475,2019,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,2488.3
38476,2019,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,89.4
38477,2020,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2600.6
38478,2020,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,2463.3
38479,2020,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,68.2
38480,2021,140107,COSTA,LAMBAYEQUE,CHICLAYO,LAGUNAS,QRESIDUOS_MUN,2293.2
38481,2021,160206,SELVA,LORETO,ALTO AMAZONAS,LAGUNAS,QRESIDUOS_MUN,2298.1
38482,2021,200204,COSTA,PIURA,AYABACA,LAGUNAS,QRESIDUOS_MUN,65.5
38483,2015,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,75.9
38484,2016,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,76.3
38485,2017,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,77
38486,2018,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,78
38487,2019,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,71.6
38488,2020,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,85
38489,2021,150405,SIERRA,LIMA,CANTA,LACHAQUI,QRESIDUOS_MUN,83.6
38490,2014,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,79.7
38491,2015,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,74.1
38492,2016,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,73
38493,2017,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,71.6
38494,2018,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,65
38495,2019,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,67.1
38496,2020,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,64.7
38497,2021,21506,SIERRA,ANCASH,PALLASCA,LACABAMBA,QRESIDUOS_MUN,62.9
38498,2014,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,1011.8
38499,2015,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,965.3
38500,2016,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,645.9
38501,2017,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,653.6
38502,2018,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,1045.4
38503,2019,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,1030.6
38504,2020,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,1047.1
38505,2021,170104,SELVA,MADRE DE DIOS,TAMBOPATA,LABERINTO,QRESIDUOS_MUN,1398.9
38506,2015,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,0
38507,2016,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,0
38508,2017,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,0
38509,2018,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,58.8
38510,2019,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,55.4
38511,2020,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,52.7
38512,2021,230111,COSTA,TACNA,TACNA,LA YARADA LOS PALOS,QRESIDUOS_MUN,50.2
38513,2015,140106,COSTA,LAMBAYEQUE,CHICLAYO,LA VICTORIA,QRESIDUOS_MUN,29535.3
