,PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,garbage_3,garbage_value
13466,2021,230103,COSTA,TACNA,TACNA,CALANA,QRESIDUOS_DOM,141.55
13467,2015,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,49.9
13468,2016,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,49.37
13469,2017,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,48.9
13470,2018,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,103.1
13471,2019,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,103.36
13472,2020,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,97.25
13473,2021,130502,SIERRA,LA LIBERTAD,JULCAN,CALAMARCA,QRESIDUOS_DOM,93.31
13474,2014,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,93.35
13475,2015,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,86.98
13476,2016,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,85.45
13477,2017,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,83.89
13478,2018,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,103.24
13479,2019,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,102.03
13480,2020,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,73.09
13481,2021,21003,SIERRA,ANCASH,HUARI,CAJAY,QRESIDUOS_DOM,71.4
13482,2015,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,272.43
13483,2016,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,269.17
13484,2017,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,265.89
13485,2018,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,280.87
13486,2019,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,121.25
13487,2020,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,117.6
13488,2021,150301,SIERRA,LIMA,CAJATAMBO,CAJATAMBO,QRESIDUOS_DOM,253.59
13489,2014,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1939.93
13490,2015,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1182.74
13491,2016,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1651.07
13492,2017,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1651.83
13493,2018,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1588.12
13494,2019,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1568.13
13495,2020,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1529.6
13496,2021,10702,SELVA,AMAZONAS,UTCUBAMBA,CAJARURO,QRESIDUOS_DOM,1491.45
13497,2014,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,89.8
13498,2015,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,88
13499,2016,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,89.98
13500,2017,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,91.54
13501,2018,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,46.32
13502,2019,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,47.61
13503,2020,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,45.92
13504,2021,21403,SIERRA,ANCASH,OCROS,CAJAMARQUILLA,QRESIDUOS_DOM,44.49
13505,2015,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,39464.04
13506,2016,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,39820.77
13507,2017,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,40120.29
13508,2018,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,39143.26
13509,2019,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,36820.47
13510,2020,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,37271.14
13511,2021,60101,SIERRA,CAJAMARCA,CAJAMARCA,CAJAMARCA,QRESIDUOS_DOM,41755.22
13512,2014,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,100.4
13513,2015,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,94.41
13514,2016,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,94.2
13515,2017,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,94.04
13516,2018,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,109.24
13517,2019,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,114.22
13518,2020,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,112.88
13519,2021,20505,SIERRA,ANCASH,BOLOGNESI,CAJACAY,QRESIDUOS_DOM,112.42
13520,2015,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,1849.4
13521,2016,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,1853.97
13522,2017,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,1857.82
13523,2018,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,2228.07
13524,2019,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,2802.03
13525,2020,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,2877.62
13526,2021,60201,SIERRA,CAJAMARCA,CAJABAMBA,CAJABAMBA,QRESIDUOS_DOM,3782.94
13527,2015,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,121.03
13528,2016,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,121.07
13529,2017,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,121.07
13530,2018,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,122.98
13531,2019,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,128.76
13532,2020,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,121.81
13533,2021,90204,SIERRA,HUANCAVELICA,ACOBAMBA,CAJA,QRESIDUOS_DOM,115.79
13534,2014,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,137.87
13535,2015,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,129.45
13536,2016,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,128.57
13537,2017,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,127.79
13538,2018,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,151.29
13539,2019,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,156.24
13540,2020,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,151.62
13541,2021,230202,SIERRA,TACNA,CANDARAVE,CAIRANI,QRESIDUOS_DOM,151.93
13542,2015,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,98.25
13543,2016,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,99.36
13544,2017,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,100.29
13545,2018,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,99.98
13546,2019,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,102.08
13547,2020,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,100.6
13548,2021,81102,SIERRA,CUSCO,PAUCARTAMBO,CAICAY,QRESIDUOS_DOM,100.38
13549,2014,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,220.52
13550,2015,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,212.29
13551,2016,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,215.4
13552,2017,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,218.35
13553,2018,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,193.5
13554,2019,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,195.42
13555,2020,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,193.5
13556,2021,160702,SELVA,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,QRESIDUOS_DOM,216.59
13557,2014,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,42.59
13558,2015,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,40.48
13559,2016,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,40.46
13560,2017,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,40.3
13561,2018,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,27.94
13562,2019,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,25.72
13563,2020,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,23.76
13564,2021,40306,SIERRA,AREQUIPA,CARAVELI,CAHUACHO,QRESIDUOS_DOM,22.81
13565,2015,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,306.24
13566,2016,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,307.28
13567,2017,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,307.91
13568,2018,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,96.15
13569,2019,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,92.98
13570,2020,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,82.75
13571,2021,101102,SIERRA,HUANUCO,YAROWILCA,CAHUAC,QRESIDUOS_DOM,77.73
13572,2014,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,22.34
13573,2015,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,19.74
13574,2016,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,19.68
13575,2017,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,19.53
13576,2018,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,36.9
13577,2019,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,33.87
13578,2020,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,33.32
13579,2021,151006,SIERRA,LIMA,YAUYOS,CACRA,QRESIDUOS_DOM,33.08
13580,2015,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,267.94
13581,2016,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,266.67
13582,2017,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,265.26
13583,2018,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,280.42
13584,2019,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,292.19
13585,2020,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,175.47
13586,2021,80303,SIERRA,CUSCO,ANTA,CACHIMAYO,QRESIDUOS_DOM,176.51
13587,2015,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,497.06
13588,2016,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,425.96
13589,2017,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,452.84
13590,2018,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,419.43
13591,2019,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,326.38
13592,2020,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,314.72
13593,2021,131003,SIERRA,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,QRESIDUOS_DOM,305.41
13594,2015,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,152.76
13595,2016,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,153.25
13596,2017,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,153.72
13597,2018,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,147.53
13598,2019,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,144.84
13599,2020,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,97.38
13600,2021,60202,SIERRA,CAJAMARCA,CAJABAMBA,CACHACHI,QRESIDUOS_DOM,95.16
13601,2014,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,187.26
13602,2015,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,123.82
13603,2016,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,175.9
13604,2017,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,175.12
13605,2018,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,162.42
13606,2019,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,162.79
13607,2020,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,155.13
13608,2021,21802,SIERRA,ANCASH,SANTA,CACERES DEL PERU,QRESIDUOS_DOM,148.72
13609,2014,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,598.72
13610,2015,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,644.08
13611,2016,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,573.18
13612,2017,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,581.29
13613,2018,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,638.99
13614,2019,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,653.52
13615,2020,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,662.2
13616,2021,220903,SELVA,SAN MARTIN,SAN MARTIN,CACATACHI,QRESIDUOS_DOM,669.82
13617,2014,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,389.55
13618,2015,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,320.57
13619,2016,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,330.24
13620,2017,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,331.22
13621,2018,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,363.15
13622,2019,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,366.95
13623,2020,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,351.55
13624,2021,211103,SIERRA,PUNO,SAN ROMAN,CABANILLAS,QRESIDUOS_DOM,336.3
13625,2014,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,142.24
13626,2015,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,133.6
13627,2016,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,133.72
13628,2017,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,100.1
13629,2018,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,183.5
13630,2019,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,185.95
13631,2020,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,180
13632,2021,210702,SIERRA,PUNO,LAMPA,CABANILLA,QRESIDUOS_DOM,177.3
13633,2014,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,385.49
13634,2015,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,358.14
13635,2016,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,350.4
13636,2017,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,343.53
13637,2018,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,328.25
13638,2019,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,324.14
13639,2020,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,314.72
13640,2021,40503,SIERRA,AREQUIPA,CAYLLOMA,CABANACONDE,QRESIDUOS_DOM,313.97
13641,2014,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,300.65
13642,2014,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,645.76
13643,2014,60504,SIERRA,CAJAMARCA,LUCANAS,CABANA,QRESIDUOS_DOM,38.81
13644,2014,80504,SIERRA,CUSCO,LUCANAS,CABANA,QRESIDUOS_DOM,53.49
13645,2014,90406,SIERRA,HUANCAVELICA,LUCANAS,CABANA,QRESIDUOS_DOM,25.17
13646,2014,101005,SIERRA,HUANUCO,LUCANAS,CABANA,QRESIDUOS_DOM,98.32
13647,2014,120417,SIERRA,JUNIN,LUCANAS,CABANA,QRESIDUOS_DOM,50.86
13648,2014,130902,SIERRA,LA LIBERTAD,LUCANAS,CABANA,QRESIDUOS_DOM,386.27
13649,2014,150505,COSTA,LIMA,LUCANAS,CABANA,QRESIDUOS_DOM,2838.42
13650,2014,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,131.38
13651,2015,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,417.74
13652,2015,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,523.21
13653,2015,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,123.8
13654,2016,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,416.21
13655,2016,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,534.25
13656,2016,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,123.26
13657,2017,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,151.28
13658,2017,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,545.36
13659,2017,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,80.23
13660,2018,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,448.95
13661,2018,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,261.9
13662,2018,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,104.3
13663,2019,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,449.86
13664,2019,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,154.99
13665,2019,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,100.46
13666,2020,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,454.33
13667,2020,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,147.93
13668,2020,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,97.4
13669,2021,21501,SIERRA,ANCASH,PALLASCA,CABANA,QRESIDUOS_DOM,446.03
13670,2021,50603,SIERRA,AYACUCHO,LUCANAS,CABANA,QRESIDUOS_DOM,142.8
13671,2021,211102,SIERRA,PUNO,SAN ROMAN,CABANA,QRESIDUOS_DOM,149.36
13672,2015,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,130.11
13673,2016,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,130.44
13674,2017,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,130.76
13675,2018,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,170.35
13676,2019,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,173.97
13677,2020,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,168.68
13678,2021,130802,SIERRA,LA LIBERTAD,PATAZ,BULDIBUYO,QRESIDUOS_DOM,166.22
13679,2014,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,1562.97
13680,2014,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,272.97
13681,2015,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,1537.17
13682,2015,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,257.95
13683,2016,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,859.76
13684,2016,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,259.92
13685,2017,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,865.12
13686,2017,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,261.6
13687,2018,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,1352.77
13688,2018,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,263.9
13689,2019,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,1302.68
13690,2019,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,259.05
13691,2020,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,1305.23
13692,2020,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,252.21
13693,2021,200402,COSTA,PIURA,MORROPON,BUENOS AIRES,QRESIDUOS_DOM,1310.65
13694,2021,220702,SELVA,SAN MARTIN,PICOTA,BUENOS AIRES,QRESIDUOS_DOM,240.59
13695,2014,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,184.22
13696,2015,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,185.84
13697,2016,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,186.25
13698,2017,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,186.59
13699,2018,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,460.19
13700,2019,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,502.98
13701,2020,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,503.52
13702,2021,20802,COSTA,ANCASH,CASMA,BUENA VISTA ALTA,QRESIDUOS_DOM,494.03
13703,2015,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,20230.22
13704,2016,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,20069.55
13705,2017,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,19906.75
13706,2018,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,22630.89
13707,2019,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,24890.53
13708,2020,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,25149.28
13709,2021,150105,COSTA,LIMA,LIMA,BREÑA,QRESIDUOS_DOM,24758.13
13710,2021,250307,SELVA,UCAYALI,PADRE ABAD,BOQUERON,QRESIDUOS_DOM,543.11
13711,2014,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,74.31
13712,2015,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,69.99
13713,2016,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,69.67
13714,2017,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,69.21
13715,2018,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,55.8
13716,2019,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,56.87
13717,2020,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,54.37
13718,2021,21502,SIERRA,ANCASH,PALLASCA,BOLOGNESI,QRESIDUOS_DOM,52.36
13719,2015,61102,SIERRA,CAJAMARCA,SAN MIGUEL,BOLIVAR,QRESIDUOS_DOM,79.43
13720,2015,130301,SIERRA,LA LIBERTAD,BOLIVAR,BOLIVAR,QRESIDUOS_DOM,235.12
13721,2016,61102,SIERRA,CAJAMARCA,SAN MIGUEL,BOLIVAR,QRESIDUOS_DOM,78.58
